gene_symbol	gene_class	feature_label	n_features	min_distance	median_distance
Wdr35	DEG_down	ChromHMM_ActiveEnhancer	29	57392	200392
Wdr35	DEG_down	K27ac_ChIP	9	51534.5	191313.5
Wdr36	invariant	ChromHMM_ActiveEnhancer	61	72725	813975
Wdr36	invariant	K27ac_ChIP	46	102858	621882.5
Wdr36	invariant	P60	5	134219.5	435892.5
Wdr4	invariant	ChromHMM_ActiveEnhancer	26	20080	1327980
Wdr4	invariant	K27ac_ChIP	39	1056	642344.5
Wdr4	invariant	P60	3	101797	394093.5
Wdr45b	invariant	ChromHMM_ActiveEnhancer	9	554145	1092745
Wdr45b	invariant	K27ac_ChIP	36	80332	1317662.25
Wdr45b	invariant	P60	5	1112998.5	1542826
Wdr46	invariant	ChromHMM_ActiveEnhancer	3	391360	1077640
Wdr46	invariant	K27ac_ChIP	38	10277.5	1130908.5
Wdr46	invariant	P60	3	187033.5	689125
Wdr5	invariant	ChromHMM_ActiveEnhancer	43	184643	900443
Wdr5	invariant	K27ac_ChIP	57	77.5	1105427
Wdr5	invariant	P60	7	695115	1197913
Wdr55	invariant	ChromHMM_ActiveEnhancer	102	42980	884120
Wdr55	invariant	ENCODE	1	907245.5	907245.5
Wdr55	invariant	K27ac_ChIP	93	3958.5	1020545.5
Wdr55	invariant	P60	5	654781	905411
Wdr5b	invariant	ChromHMM_ActiveEnhancer	49	54890	958310
Wdr5b	invariant	K27ac_ChIP	24	30166.5	1425054.5
Wdr5b	invariant	P60	1	1406476.5	1406476.5
Wdr7	invariant	ChromHMM_ActiveEnhancer	128	62615	1345965
Wdr7	invariant	K27ac_ChIP	44	16379	1401328.75
Wdr7	invariant	P60	4	1064220.5	1338030
Wdr75	invariant	ChromHMM_ActiveEnhancer	17	43034	1483734
Wdr75	invariant	K27ac_ChIP	8	356	1768371.25
Wdr82	invariant	ChromHMM_ActiveEnhancer	20	23572	1164872
Wdr82	invariant	ENCODE	1	1958839.5	1958839.5
Wdr82	invariant	K27ac_ChIP	46	487.5	1365006.25
Wdr82	invariant	P60	6	291842	1312459.25
Wdr89	invariant	ChromHMM_ActiveEnhancer	113	56437	1143563
Wdr89	invariant	K27ac_ChIP	46	65526	1037854.25
Wdr89	invariant	P60	5	964735.5	1238621
Wdtc1	invariant	ChromHMM_ActiveEnhancer	20	86419	1295400
Wdtc1	invariant	K27ac_ChIP	46	18288	530885
Wdtc1	invariant	P60	7	35855.5	1143914
Whamm	invariant	ChromHMM_ActiveEnhancer	28	73534	932866
Whamm	invariant	K27ac_ChIP	29	48080	982928.5
Whamm	invariant	P60	1	927523	927523
Whrn	invariant	ChromHMM_ActiveEnhancer	79	54191	876691
Whrn	invariant	K27ac_ChIP	21	49312	912324
Whrn	invariant	P60	2	811582	838800.75
Wipf1	invariant	ChromHMM_ActiveEnhancer	45	395566	1420434
Wipf1	invariant	K27ac_ChIP	23	130075	1389058
Wipf1	invariant	P60	1	1522212	1522212
Wipf2	invariant	ChromHMM_ActiveEnhancer	15	17638	1040538
Wipf2	invariant	ENCODE	1	1327133	1327133
Wipf2	invariant	K27ac_ChIP	53	25711.5	1062966
Wipf2	invariant	P60	8	86071.5	1372493.25
Wipf3	DEG_down	ChromHMM_ActiveEnhancer	76	3297	968547
Wipf3	DEG_down	K27ac_ChIP	56	166	344680.25
Wipf3	DEG_down	P60	3	24582	101917.5
Wipi1	DEG_down	ChromHMM_ActiveEnhancer	23	18068	267332
Wipi1	DEG_down	K27ac_ChIP	10	38341.5	259569
Wls	DEG_up	ChromHMM_ActiveEnhancer	2	1884272	1884572
Wls	DEG_up	K27ac_ChIP	3	1802888.5	1807939
Wnk1	invariant	ChromHMM_ActiveEnhancer	82	130772	1046428
Wnk1	invariant	K27ac_ChIP	62	119567.5	999458.5
Wnk1	invariant	P60	7	209003	1087791
Wnt5a	invariant	ChromHMM_ActiveEnhancer	64	31050	1228550
Wnt5a	invariant	K27ac_ChIP	29	453865	1235813
Wnt5a	invariant	P60	1	1148946	1148946
Wnt6	invariant	ChromHMM_ActiveEnhancer	60	431492	1053992
Wnt6	invariant	K27ac_ChIP	38	85090	619245.5
Wnt6	invariant	P60	4	477101.5	641102
Wnt7b	invariant	ChromHMM_ActiveEnhancer	64	120973	779777
Wnt7b	invariant	ENCODE	1	95758	95758
Wnt7b	invariant	K27ac_ChIP	43	52415	586336.5
Wnt7b	invariant	P60	4	72261	551290.75
Wrap73	DEG_down	ChromHMM_ActiveEnhancer	19	23472	1166128
Wrap73	DEG_down	ENCODE	1	1129187	1129187
Wrap73	DEG_down	K27ac_ChIP	56	1929.5	1149771.25
Wrap73	DEG_down	P60	10	750836	1195560.5
Wrnip1	invariant	ChromHMM_ActiveEnhancer	58	203262	1367312
Wrnip1	invariant	K27ac_ChIP	18	916	1148438.25
Wtap	invariant	ChromHMM_ActiveEnhancer	62	154169	769769
Wtap	invariant	ENCODE	1	557731	557731
Wtap	invariant	K27ac_ChIP	27	13982.5	675342
Wtip	DEG_up	ChromHMM_ActiveEnhancer	2	109032	505532
Wtip	DEG_up	K27ac_ChIP	6	96584	916376
Wwc1	DEG_up	ChromHMM_ActiveEnhancer	39	2373	672427
Wwc1	DEG_up	K27ac_ChIP	10	210531	686590.75
Wwc2	DEG_up	ChromHMM_ActiveEnhancer	39	503851	1251851
Wwc2	DEG_up	K27ac_ChIP	14	276888	1311410.25
Wwox	DEG_down	ChromHMM_ActiveEnhancer	78	13345	928245
Wwox	DEG_down	K27ac_ChIP	31	497	592500
Wwox	DEG_down	P60	3	67198	154200
Wwp1	invariant	ChromHMM_ActiveEnhancer	21	7693	809207
Wwp1	invariant	K27ac_ChIP	6	300.5	236131.25
Wwtr1	invariant	ChromHMM_ActiveEnhancer	87	91490	1452390
Wwtr1	invariant	K27ac_ChIP	27	160140	1445398.5
Wwtr1	invariant	P60	1	1789595.5	1789595.5
Xaf1	invariant	ChromHMM_ActiveEnhancer	13	75329	686129
Xaf1	invariant	K27ac_ChIP	18	96078.5	586755.5
Xaf1	invariant	P60	2	171413	444958
Xk	DEG_down	ChromHMM_ActiveEnhancer	10	7056	1129700
Xk	DEG_down	K27ac_ChIP	21	46	1149126.5
Xkr4	DEG_up	ChromHMM_ActiveEnhancer	16	153798	420748
Xkr4	DEG_up	K27ac_ChIP	7	839	1136378.5
Xkr6	invariant	ChromHMM_ActiveEnhancer	77	18697	713203
Xkr6	invariant	ENCODE	1	544426	544426
Xkr6	invariant	K27ac_ChIP	68	2231	688234.75
Xkr6	invariant	P60	4	146622	637931
Xpnpep3	invariant	ChromHMM_ActiveEnhancer	48	127538	1046188
Xpnpep3	invariant	K27ac_ChIP	54	63574.5	1047123
Xpnpep3	invariant	P60	9	382379	1213302.5
Xpo4	invariant	ChromHMM_ActiveEnhancer	53	42070	431070
Xpo4	invariant	K27ac_ChIP	27	509.5	446336
Xpo4	invariant	P60	2	427212	1105910
Xpo6	invariant	ChromHMM_ActiveEnhancer	19	111899	427001
Xpo6	invariant	K27ac_ChIP	32	48300	765287
Xpo6	invariant	P60	6	69857.5	813748.75
Xpot	invariant	ChromHMM_ActiveEnhancer	53	26768	1163668
Xpot	invariant	K27ac_ChIP	27	489.5	1079511.5
Xpot	invariant	P60	2	1187156.5	1232381
Xpr1	invariant	ChromHMM_ActiveEnhancer	90	144285	629200
Xpr1	invariant	K27ac_ChIP	32	141150.5	883597.25
Xpr1	invariant	P60	3	199400.5	552357.5
Xrcc5	DEG_down	ChromHMM_ActiveEnhancer	58	50627	673123
Xrcc5	DEG_down	K27ac_ChIP	21	51199.5	685587.5
Xrcc5	DEG_down	P60	2	1413946	1700654.75
Xrcc6	invariant	ChromHMM_ActiveEnhancer	44	66735	1303965
Xrcc6	invariant	K27ac_ChIP	43	27583	981109
Xrcc6	invariant	P60	6	141611	974108
Xrra1	invariant	ChromHMM_ActiveEnhancer	51	150916	962516
Xrra1	invariant	K27ac_ChIP	34	159886.5	799000.25
Xrra1	invariant	P60	1	1471100	1471100
Xylt1	DEG_up	ChromHMM_ActiveEnhancer	22	730321	1442771
Xylt1	DEG_up	K27ac_ChIP	8	862227.5	926718.75
Xylt1	DEG_up	P60	1	876458	876458
Xylt2	invariant	ChromHMM_ActiveEnhancer	12	193815	1158715
Xylt2	invariant	K27ac_ChIP	45	128710	719304
Xylt2	invariant	P60	6	359764	623838.25
Yaf2	invariant	ChromHMM_ActiveEnhancer	80	2735	1638650
Yaf2	invariant	K27ac_ChIP	17	258226.5	1668858.5
Yars2	invariant	ChromHMM_ActiveEnhancer	27	196135	1548935
Yars2	invariant	ENCODE	1	1835950.5	1835950.5
Yars2	invariant	K27ac_ChIP	40	55792	1537487.5
Yars2	invariant	P60	4	1197517.5	1439732.25
Ybey	invariant	ChromHMM_ActiveEnhancer	129	135014	1012614
Ybey	invariant	K27ac_ChIP	73	26125.5	869852
Ybey	invariant	P60	5	334069	933228
Ydjc	invariant	ChromHMM_ActiveEnhancer	41	90879	992079
Ydjc	invariant	ENCODE	1	994294.5	994294.5
Ydjc	invariant	K27ac_ChIP	47	89752.5	776810
Ydjc	invariant	P60	4	355861.5	598076.25
Yeats4	invariant	ChromHMM_ActiveEnhancer	59	90207	816507
Yeats4	invariant	K27ac_ChIP	24	151871	648747.25
Yeats4	invariant	P60	2	344311.5	461711.5
Yif1b	invariant	ChromHMM_ActiveEnhancer	12	103771	559329
Yif1b	invariant	ENCODE	1	1625591.5	1625591.5
Yif1b	invariant	K27ac_ChIP	44	53923.5	1219418.5
Yif1b	invariant	P60	7	203650	1052182.5
Yipf2	invariant	ChromHMM_ActiveEnhancer	23	33072	372028
Yipf2	invariant	K27ac_ChIP	28	103.5	332799.5
Yipf2	invariant	P60	3	172668	352339.5
Yipf3	invariant	ChromHMM_ActiveEnhancer	26	115980	644650
Yipf3	invariant	K27ac_ChIP	34	79868	669065.5
Yipf3	invariant	P60	2	698971.5	713903
Yipf4	invariant	ChromHMM_ActiveEnhancer	19	70707	657093
Yipf4	invariant	K27ac_ChIP	9	39556	666820.5
Yipf6	invariant	ChromHMM_ActiveEnhancer	23	80416	433284
Yipf6	invariant	K27ac_ChIP	7	46183	1832632
Yjefn3	DEG_up	ChromHMM_ActiveEnhancer	60	30612	723662
Yjefn3	DEG_up	ENCODE	1	512554	512554
Yjefn3	DEG_up	K27ac_ChIP	48	18814.5	732805.75
Yjefn3	DEG_up	P60	4	524039.5	739595.25
Yju2b	invariant	ChromHMM_ActiveEnhancer	66	20720	1041530
Yju2b	invariant	ENCODE	1	488593	488593
Yju2b	invariant	K27ac_ChIP	63	13492.5	528403.5
Yju2b	invariant	P60	7	87161.5	367484.5
Ylpm1	invariant	ChromHMM_ActiveEnhancer	89	77621	1693621
Ylpm1	invariant	K27ac_ChIP	69	77425.5	1654337
Ylpm1	invariant	P60	9	153492.5	1703703
Yme1l1	invariant	ChromHMM_ActiveEnhancer	24	127269	1754569
Yme1l1	invariant	K27ac_ChIP	14	87495.5	1545569.75
Yrdc	invariant	ChromHMM_ActiveEnhancer	15	786421	1400121
Yrdc	invariant	K27ac_ChIP	26	420	1365710.5
Yrdc	invariant	P60	3	1180364.5	1268899
Ythdc1	invariant	ChromHMM_ActiveEnhancer	6	80194	395856
Ythdc1	invariant	K27ac_ChIP	7	75734.5	663430.5
Ythdc2	invariant	ChromHMM_ActiveEnhancer	119	103046	426046
Ythdc2	invariant	K27ac_ChIP	35	1051	439040.5
Ythdc2	invariant	P60	1	311559.5	311559.5
Ywhab	invariant	ChromHMM_ActiveEnhancer	60	28460	1083450
Ywhab	invariant	ENCODE	1	1877523.5	1877523.5
Ywhab	invariant	K27ac_ChIP	49	29906	974471.5
Ywhab	invariant	P60	4	301614.5	769944
Ywhae	invariant	ChromHMM_ActiveEnhancer	28	108931	684331
Ywhae	invariant	K27ac_ChIP	54	81280.5	527948.75
Ywhae	invariant	P60	5	124463.5	311089
Ywhah	invariant	ChromHMM_ActiveEnhancer	36	8284	713466
Ywhah	invariant	K27ac_ChIP	45	508.5	978381.5
Ywhah	invariant	P60	1	683859.5	683859.5
Ywhaq	invariant	ChromHMM_ActiveEnhancer	23	26163	207737
Ywhaq	invariant	K27ac_ChIP	13	208.5	190476
Ywhaq	invariant	P60	1	275140	275140
Ywhaz	invariant	ChromHMM_ActiveEnhancer	90	7071	659271
Ywhaz	invariant	K27ac_ChIP	40	3736.5	649002.25
Ywhaz	invariant	P60	4	4499	119443.5
Zbed4	invariant	ChromHMM_ActiveEnhancer	43	27260	1059160
Zbed4	invariant	K27ac_ChIP	49	76616	432006
Zbed4	invariant	P60	7	100351	350855
Zbtb17	invariant	ChromHMM_ActiveEnhancer	74	61846	852046
Zbtb17	invariant	K27ac_ChIP	45	33568	876332.5
Zbtb17	invariant	P60	6	625197.5	1295656
Zbtb18	invariant	ChromHMM_ActiveEnhancer	80	37549	1377000
Zbtb18	invariant	K27ac_ChIP	57	9511.5	1232365
Zbtb18	invariant	P60	6	18404	874370.75
Zbtb20	DEG_down	ChromHMM_ActiveEnhancer	116	43619	808431
Zbtb20	DEG_down	K27ac_ChIP	71	1645	1028819.5
Zbtb20	DEG_down	P60	5	564014	1137059.5
Zbtb24	invariant	ChromHMM_ActiveEnhancer	125	14517	1342183
Zbtb24	invariant	K27ac_ChIP	62	67	815383.75
Zbtb24	invariant	P60	4	434087.5	718323.5
Zbtb25	invariant	ChromHMM_ActiveEnhancer	105	3102	541698
Zbtb25	invariant	K27ac_ChIP	45	58.5	526370.5
Zbtb25	invariant	P60	5	264670.5	538556
Zbtb3	invariant	ChromHMM_ActiveEnhancer	15	1386045	1662055
Zbtb3	invariant	K27ac_ChIP	41	17706	1638229
Zbtb3	invariant	P60	5	1609957	1857170.5
Zbtb33	invariant	ChromHMM_ActiveEnhancer	5	248707	1220193
Zbtb33	invariant	K27ac_ChIP	11	229	1214627
Zbtb37	invariant	ChromHMM_ActiveEnhancer	108	171749	1122000
Zbtb37	invariant	K27ac_ChIP	22	890	830667.25
Zbtb4	invariant	ChromHMM_ActiveEnhancer	9	59112	1127412
Zbtb4	invariant	K27ac_ChIP	48	1327	469588.75
Zbtb4	invariant	P60	3	355460	669221
Zbtb41	invariant	ChromHMM_ActiveEnhancer	23	421288	1581488
Zbtb41	invariant	K27ac_ChIP	9	1926	1493232.5
Zbtb43	invariant	ChromHMM_ActiveEnhancer	45	61859	367759
Zbtb43	invariant	ENCODE	1	1128526.5	1128526.5
Zbtb43	invariant	K27ac_ChIP	64	75452.5	895676.5
Zbtb43	invariant	P60	5	166405.5	872267
Zbtb44	invariant	ChromHMM_ActiveEnhancer	30	60956	1120894
Zbtb44	invariant	K27ac_ChIP	49	25.5	1508061.5
Zbtb44	invariant	P60	3	283703.5	1473655
Zbtb46	invariant	ChromHMM_ActiveEnhancer	46	8526	1459226
Zbtb46	invariant	K27ac_ChIP	51	1405	505631.5
Zbtb46	invariant	P60	4	6251.5	442998.75
Zbtb48	invariant	ChromHMM_ActiveEnhancer	28	156729	804171
Zbtb48	invariant	K27ac_ChIP	38	334.5	893538.25
Zbtb48	invariant	P60	5	204230	893380
Zbtb49	invariant	ChromHMM_ActiveEnhancer	100	59757	959600
Zbtb49	invariant	ENCODE	1	1317723	1317723
Zbtb49	invariant	K27ac_ChIP	43	40105.5	1266730
Zbtb49	invariant	P60	4	652416	1364179.5
Zbtb5	invariant	ChromHMM_ActiveEnhancer	102	43188	1716388
Zbtb5	invariant	K27ac_ChIP	43	681	1437325.5
Zbtb5	invariant	P60	4	1065835	1788893
Zbtb6	invariant	ChromHMM_ActiveEnhancer	80	106729	1499250
Zbtb6	invariant	ENCODE	1	1823601	1823601
Zbtb6	invariant	K27ac_ChIP	41	75.5	1652732
Zbtb6	invariant	P60	2	313840	1040756.25
Zbtb7a	invariant	ChromHMM_ActiveEnhancer	44	107620	1271420
Zbtb7a	invariant	ENCODE	1	281902	281902
Zbtb7a	invariant	K27ac_ChIP	84	4474	719771
Zbtb7a	invariant	P60	9	15936	359460.5
Zbtb7b	invariant	ChromHMM_ActiveEnhancer	25	390724	1163176
Zbtb7b	invariant	ENCODE	1	1246500	1246500
Zbtb7b	invariant	K27ac_ChIP	49	3569	864962.5
Zbtb7b	invariant	P60	4	774824	1025809.25
Zbtb8os	invariant	ChromHMM_ActiveEnhancer	37	52395	1164295
Zbtb8os	invariant	ENCODE	1	436941	436941
Zbtb8os	invariant	K27ac_ChIP	49	62716	611261
Zbtb8os	invariant	P60	8	87893	516801.25
Zc3h13	invariant	ChromHMM_ActiveEnhancer	87	50527	1314627
Zc3h13	invariant	K27ac_ChIP	23	221	1272065.5
Zc3h13	invariant	P60	1	1905554	1905554
Zc3h14	invariant	ChromHMM_ActiveEnhancer	85	26764	617636
Zc3h14	invariant	K27ac_ChIP	58	11192	590913.25
Zc3h14	invariant	P60	3	208541.5	286273.5
Zc3h15	invariant	ChromHMM_ActiveEnhancer	13	81665	180965
Zc3h15	invariant	K27ac_ChIP	16	305.5	1058974.5
Zc3h3	invariant	ChromHMM_ActiveEnhancer	32	21515	1133415
Zc3h3	invariant	ENCODE	1	1967629	1967629
Zc3h3	invariant	K27ac_ChIP	55	14925.5	860007
Zc3h3	invariant	P60	4	548473	647549.75
Zc3h4	invariant	ChromHMM_ActiveEnhancer	11	161010	414590
Zc3h4	invariant	K27ac_ChIP	23	1629.5	421344.5
Zc3h4	invariant	P60	8	465.5	283008
Zc3h6	invariant	ChromHMM_ActiveEnhancer	74	6898	755802
Zc3h6	invariant	K27ac_ChIP	29	341	897658
Zc3h6	invariant	P60	2	603418.5	1021904.75
Zc3h7b	invariant	ChromHMM_ActiveEnhancer	47	22243	1387157
Zc3h7b	invariant	K27ac_ChIP	49	50855	1033479.5
Zc3h7b	invariant	P60	8	37460	1488897.5
Zc3hav1	DEG_down	ChromHMM_ActiveEnhancer	106	12303	970097
Zc3hav1	DEG_down	K27ac_ChIP	23	79115.5	964219
Zc3hc1	invariant	ChromHMM_ActiveEnhancer	95	35328	1378928
Zc3hc1	invariant	K27ac_ChIP	42	11346	1000939
Zc3hc1	invariant	P60	5	75998	1396172.5
Zc4h2	invariant	ChromHMM_ActiveEnhancer	12	212309	653000
Zc4h2	invariant	K27ac_ChIP	16	340.5	523133
Zcchc10	invariant	ChromHMM_ActiveEnhancer	22	142021	1001400
Zcchc10	invariant	K27ac_ChIP	33	24266	987143
Zcchc10	invariant	P60	4	200914	839990.25
Zcchc12	DEG_up	ChromHMM_ActiveEnhancer	6	136496	446950
Zcchc12	DEG_up	K27ac_ChIP	10	133099	742950.5
Zcchc17	invariant	ChromHMM_ActiveEnhancer	37	52943	841757
Zcchc17	invariant	ENCODE	1	1461189	1461189
Zcchc17	invariant	K27ac_ChIP	52	32334	1124726.5
Zcchc17	invariant	P60	9	46717.5	1112141
Zcchc2	DEG_down	ChromHMM_ActiveEnhancer	109	5394	621294
Zcchc2	DEG_down	K27ac_ChIP	23	2474	635300.5
Zcchc24	invariant	ChromHMM_ActiveEnhancer	108	28539	574689
Zcchc24	invariant	K27ac_ChIP	64	103590.5	580043.5
Zcchc24	invariant	P60	4	309609.5	478752.75
Zcchc3	DEG_down	ChromHMM_ActiveEnhancer	69	4427	1039473
Zcchc3	DEG_down	K27ac_ChIP	49	644	674603
Zcchc3	DEG_down	P60	4	285968.5	507115.5
Zcchc4	invariant	ChromHMM_ActiveEnhancer	64	109	550500
Zcchc4	invariant	K27ac_ChIP	23	246134	421804
Zcchc4	invariant	P60	1	391777	391777
Zcchc7	invariant	ChromHMM_ActiveEnhancer	59	157677	1619323
Zcchc7	invariant	K27ac_ChIP	37	149958	1343937.5
Zcchc7	invariant	P60	2	1322370	1657946.5
Zdbf2	DEG_down	ChromHMM_ActiveEnhancer	81	92413	799087
Zdbf2	DEG_down	K27ac_ChIP	27	23266	861191.5
Zdbf2	DEG_down	P60	2	876419	897712.25
Zdhhc13	DEG_down	ChromHMM_ActiveEnhancer	37	141697	482697
Zdhhc13	DEG_down	K27ac_ChIP	18	444.5	474233.5
Zdhhc13	DEG_down	P60	2	373751	420397
Zdhhc14	invariant	ChromHMM_ActiveEnhancer	85	5443	697543
Zdhhc14	invariant	K27ac_ChIP	58	1179	599972.75
Zdhhc14	invariant	P60	7	84257.5	484842
Zdhhc16	invariant	ChromHMM_ActiveEnhancer	42	75420	1450530
Zdhhc16	invariant	K27ac_ChIP	31	85854	1461309
Zdhhc16	invariant	P60	2	330150	929004.5
Zdhhc17	invariant	ChromHMM_ActiveEnhancer	85	13240	817340
Zdhhc17	invariant	K27ac_ChIP	25	35	557111.5
Zdhhc18	DEG_down	ChromHMM_ActiveEnhancer	17	10946	941746
Zdhhc18	DEG_down	K27ac_ChIP	48	10341	669863.25
Zdhhc18	DEG_down	P60	7	237501.5	847241
Zdhhc2	DEG_down	ChromHMM_ActiveEnhancer	64	6115	561135
Zdhhc2	DEG_down	K27ac_ChIP	24	420	521064.5
Zdhhc2	DEG_down	P60	1	595306	595306
Zdhhc20	invariant	ChromHMM_ActiveEnhancer	56	2976	589550
Zdhhc20	invariant	K27ac_ChIP	24	63794	300663.75
Zdhhc20	invariant	P60	1	202366	202366
Zdhhc22	invariant	ChromHMM_ActiveEnhancer	59	12830	208430
Zdhhc22	invariant	K27ac_ChIP	43	15641	270002.5
Zdhhc22	invariant	P60	5	45364.5	107270
Zdhhc4	invariant	ChromHMM_ActiveEnhancer	21	141644	874244
Zdhhc4	invariant	K27ac_ChIP	19	59423	651175
Zdhhc4	invariant	P60	2	510769	573306.75
Zdhhc8	invariant	ChromHMM_ActiveEnhancer	40	24036	286700
Zdhhc8	invariant	ENCODE	1	96220.5	96220.5
Zdhhc8	invariant	K27ac_ChIP	47	893	385870.5
Zdhhc8	invariant	P60	4	88291	492438.75
Zeb1	invariant	ChromHMM_ActiveEnhancer	31	28240	683940
Zeb1	invariant	K27ac_ChIP	13	2803	649166
Zeb2	invariant	ChromHMM_ActiveEnhancer	7	191595	552095
Zeb2	invariant	K27ac_ChIP	2	189979.5	658948.25
Zfand2b	invariant	ChromHMM_ActiveEnhancer	50	66354	1340246
Zfand2b	invariant	K27ac_ChIP	34	25594	292227.5
Zfand2b	invariant	P60	4	213678	574436.75
Zfand3	invariant	ChromHMM_ActiveEnhancer	38	79067	895350
Zfand3	invariant	K27ac_ChIP	44	367	1067615.25
Zfand3	invariant	P60	3	1069607	1121153.5
Zfand6	DEG_down	ChromHMM_ActiveEnhancer	34	43041	811859
Zfand6	DEG_down	K27ac_ChIP	19	13044	954951
Zfand6	DEG_down	P60	1	959813	959813
Zfas1	invariant	ChromHMM_ActiveEnhancer	51	7566	1606966
Zfas1	invariant	ENCODE	2	402171.5	796311
Zfas1	invariant	K27ac_ChIP	54	446.5	1156198.5
Zfas1	invariant	P60	4	258037.5	793958.5
Zfat	invariant	ChromHMM_ActiveEnhancer	33	5356	79256
Zfat	invariant	K27ac_ChIP	12	128	78292.25
Zfc3h1	invariant	ChromHMM_ActiveEnhancer	84	75459	731609
Zfc3h1	invariant	K27ac_ChIP	31	195.5	649470.5
Zfc3h1	invariant	P60	4	369289.5	922504.5
Zfhx3	DEG_up	ChromHMM_ActiveEnhancer	24	437144	960944
Zfhx3	DEG_up	K27ac_ChIP	12	648380	1305924.25
Zfhx4	DEG_down	ChromHMM_ActiveEnhancer	3	10974	33074
Zfhx4	DEG_down	K27ac_ChIP	1	357186.5	357186.5
Zfp1	invariant	ChromHMM_ActiveEnhancer	77	19201	937701
Zfp1	invariant	K27ac_ChIP	47	13828.5	920498
Zfp1	invariant	P60	5	82200.5	756114.5
Zfp1008	DEG_up	ChromHMM_ActiveEnhancer	50	356418	734318
Zfp1008	DEG_up	K27ac_ChIP	30	553194	913753.25
Zfp1008	DEG_up	P60	1	925096.5	925096.5
Zfp101	invariant	ChromHMM_ActiveEnhancer	6	154659	1625550
Zfp101	invariant	K27ac_ChIP	37	130341	1669616
Zfp101	invariant	P60	3	733052.5	1235144
Zfp105	invariant	ChromHMM_ActiveEnhancer	35	362528	932572
Zfp105	invariant	ENCODE	1	885861	885861
Zfp105	invariant	K27ac_ChIP	39	462233.5	1102753
Zfp105	invariant	P60	3	779182	880944.5
Zfp11	invariant	ChromHMM_ActiveEnhancer	17	211399	1002801
Zfp11	invariant	K27ac_ChIP	14	60909	682796.75
Zfp11	invariant	P60	4	271759	871600
Zfp110	invariant	ChromHMM_ActiveEnhancer	2	55461	57711
Zfp110	invariant	K27ac_ChIP	12	31338	159447
Zfp111	invariant	ChromHMM_ActiveEnhancer	10	197257	217057
Zfp111	invariant	K27ac_ChIP	21	218301.5	1008247
Zfp111	invariant	P60	3	210750.5	776834
Zfp112	invariant	ChromHMM_ActiveEnhancer	10	296386	316186
Zfp112	invariant	K27ac_ChIP	21	317430.5	1107376
Zfp112	invariant	P60	3	309879.5	875963
Zfp113	invariant	ChromHMM_ActiveEnhancer	23	416344	1285456
Zfp113	invariant	K27ac_ChIP	29	38947	943360
Zfp113	invariant	P60	6	629294	1077112.25
Zfp12	invariant	ChromHMM_ActiveEnhancer	21	235737	810063
Zfp12	invariant	K27ac_ChIP	19	276	557082
Zfp12	invariant	P60	2	416676	479213.75
Zfp120	invariant	ChromHMM_ActiveEnhancer	55	139208	613592
Zfp120	invariant	K27ac_ChIP	25	505.5	901748
Zfp13	invariant	ChromHMM_ActiveEnhancer	1	1333813	1333813
Zfp13	invariant	K27ac_ChIP	36	35235	941130.75
Zfp13	invariant	P60	1	605289.5	605289.5
Zfp131	invariant	ChromHMM_ActiveEnhancer	19	76689	1909889
Zfp131	invariant	K27ac_ChIP	5	43.5	99954
Zfp141	DEG_up	ChromHMM_ActiveEnhancer	3	1313840	1886360
Zfp141	DEG_up	K27ac_ChIP	18	872381	1855230.25
Zfp141	DEG_up	P60	1	1938158	1938158
Zfp146	invariant	ChromHMM_ActiveEnhancer	11	664127	939273
Zfp146	invariant	K27ac_ChIP	30	121865.5	879909.25
Zfp146	invariant	P60	6	31202	451714.25
Zfp148	invariant	ChromHMM_ActiveEnhancer	104	66264	1338636
Zfp148	invariant	K27ac_ChIP	40	92	1363811.25
Zfp148	invariant	P60	2	1222520.5	1566415.5
Zfp174	invariant	ChromHMM_ActiveEnhancer	13	110032	748832
Zfp174	invariant	K27ac_ChIP	14	38198	938437
Zfp175	DEG_down	ChromHMM_ActiveEnhancer	3	829844	891044
Zfp175	DEG_down	K27ac_ChIP	41	518	1257218
Zfp175	DEG_down	P60	4	881642	1328764.25
Zfp189	DEG_down	ChromHMM_ActiveEnhancer	34	38924	1629926
Zfp189	DEG_down	K27ac_ChIP	8	39158.5	1110474.25
Zfp207	invariant	ChromHMM_ActiveEnhancer	21	194821	711379
Zfp207	invariant	K27ac_ChIP	14	97599.5	718802.75
Zfp207	invariant	P60	2	104832.5	419530.5
Zfp217	invariant	ChromHMM_ActiveEnhancer	19	359997	1445603
Zfp217	invariant	K27ac_ChIP	12	363416.5	1454387.25
Zfp217	invariant	P60	1	1477808.5	1477808.5
Zfp229	invariant	K27ac_ChIP	12	22626	462597.5
Zfp235	invariant	ChromHMM_ActiveEnhancer	10	274526	294326
Zfp235	invariant	K27ac_ChIP	21	295570.5	1085516
Zfp235	invariant	P60	3	288019.5	854103
Zfp251	invariant	ChromHMM_ActiveEnhancer	34	163365	1101385
Zfp251	invariant	ENCODE	1	938109	938109
Zfp251	invariant	K27ac_ChIP	61	885	918497.5
Zfp251	invariant	P60	5	350897.5	481047
Zfp263	invariant	ChromHMM_ActiveEnhancer	13	213207	852007
Zfp263	invariant	K27ac_ChIP	14	73.5	1041612
Zfp277	invariant	ChromHMM_ActiveEnhancer	125	4698	1033798
Zfp277	invariant	K27ac_ChIP	45	1003	1126540
Zfp277	invariant	P60	3	44082.5	1120401.5
