gene_symbol	gene_class	feature_label	n_features	min_distance	median_distance
Ubxn2a	invariant	P60	2	889023	972968
Ubxn2b	DEG_down	ChromHMM_ActiveEnhancer	40	139802	398498
Ubxn2b	DEG_down	K27ac_ChIP	16	77	243769
Ubxn2b	DEG_down	P60	1	236960.5	236960.5
Ubxn8	invariant	ChromHMM_ActiveEnhancer	36	21133	1253533
Ubxn8	invariant	K27ac_ChIP	20	140.5	1192803.5
Uchl1	invariant	ChromHMM_ActiveEnhancer	125	62291	1124609
Uchl1	invariant	K27ac_ChIP	30	697.5	1132191
Uchl3	DEG_down	ChromHMM_ActiveEnhancer	50	14933	1252033
Uchl3	DEG_down	K27ac_ChIP	19	13387	1370562
Uck2	invariant	ChromHMM_ActiveEnhancer	119	6020	531520
Uck2	invariant	K27ac_ChIP	25	1329	905671.5
Uck2	invariant	P60	1	233489	233489
Ucp2	invariant	ChromHMM_ActiveEnhancer	43	170263	1047637
Ucp2	invariant	K27ac_ChIP	34	62451.5	916207.5
Ucp2	invariant	P60	1	836879	836879
Uevld	invariant	ChromHMM_ActiveEnhancer	9	316427	414227
Uevld	invariant	ENCODE	1	411359	411359
Uevld	invariant	K27ac_ChIP	51	39577.5	553199.5
Uevld	invariant	P60	6	239475	1036441
Ufm1	invariant	ChromHMM_ActiveEnhancer	84	160630	1478250
Ufm1	invariant	K27ac_ChIP	53	23.5	1261814.5
Ufm1	invariant	P60	5	712279.5	1614702
Ufsp2	invariant	ChromHMM_ActiveEnhancer	83	35372	1003628
Ufsp2	invariant	K27ac_ChIP	30	221.5	988843.25
Ugcg	invariant	ChromHMM_ActiveEnhancer	61	142943	691743
Ugcg	invariant	K27ac_ChIP	23	245462	670888
Ugcg	invariant	P60	1	649956	649956
Ugdh	invariant	ChromHMM_ActiveEnhancer	85	11351	1171551
Ugdh	invariant	K27ac_ChIP	25	544	1240839.5
Uggt1	invariant	ChromHMM_ActiveEnhancer	89	22195	658795
Uggt1	invariant	K27ac_ChIP	42	10643.5	1067095.25
Uggt1	invariant	P60	2	252099	278108.25
Uggt2	invariant	ChromHMM_ActiveEnhancer	58	43570	1193870
Uggt2	invariant	K27ac_ChIP	28	351	1192254
Uggt2	invariant	P60	1	1213382	1213382
Ugt8a	invariant	ChromHMM_ActiveEnhancer	59	664581	1048481
Ugt8a	invariant	K27ac_ChIP	40	659539.5	1229805.75
Ugt8a	invariant	P60	2	699239.5	976129.5
Uhmk1	invariant	ChromHMM_ActiveEnhancer	58	64297	1821097
Uhmk1	invariant	K27ac_ChIP	37	426	1145486.5
Uhmk1	invariant	P60	1	1989332.5	1989332.5
Uhrf2	invariant	ChromHMM_ActiveEnhancer	9	3987	963413
Uhrf2	invariant	K27ac_ChIP	12	331	771680
Ulk3	invariant	ChromHMM_ActiveEnhancer	31	44048	522948
Ulk3	invariant	K27ac_ChIP	36	51329.5	799263
Ulk3	invariant	P60	3	355303.5	933868.5
Umps	DEG_down	ChromHMM_ActiveEnhancer	75	19738	406638
Umps	DEG_down	K27ac_ChIP	24	29557.5	1094052.5
Umps	DEG_down	P60	1	1808722.5	1808722.5
Unc119	invariant	ChromHMM_ActiveEnhancer	33	298482	1268118
Unc119	invariant	K27ac_ChIP	34	18614.5	781300
Unc119	invariant	P60	1	1305568.5	1305568.5
Unc119b	invariant	ChromHMM_ActiveEnhancer	13	385825	531625
Unc119b	invariant	ENCODE	1	1564955.5	1564955.5
Unc119b	invariant	K27ac_ChIP	63	8903	1383180.5
Unc119b	invariant	P60	7	379908	1569877
Unc13a	invariant	ChromHMM_ActiveEnhancer	67	6057	1207457
Unc13a	invariant	ENCODE	1	1256491	1256491
Unc13a	invariant	K27ac_ChIP	47	798	910678
Unc13a	invariant	P60	4	2299	1029449.75
Unc13b	DEG_down	ChromHMM_ActiveEnhancer	47	266053	880453
Unc13b	DEG_down	K27ac_ChIP	35	27349.5	1297178
Unc13b	DEG_down	P60	2	1378307.5	1407401.25
Unc13c	invariant	ChromHMM_ActiveEnhancer	19	255066	1228334
Unc13c	invariant	K27ac_ChIP	37	1107	1306570.5
Unc13c	invariant	P60	3	1016464.5	1344460.5
Unc50	invariant	ChromHMM_ActiveEnhancer	84	43239	878689
Unc50	invariant	K27ac_ChIP	38	19745.5	878597.75
Unc50	invariant	P60	2	881716.5	907725.75
Unc5b	DEG_up	ChromHMM_ActiveEnhancer	86	9381	1042550
Unc5b	DEG_up	K27ac_ChIP	39	5688.5	951725.5
Unc5b	DEG_up	P60	4	25795	794053.75
Unc5c	DEG_down	ChromHMM_ActiveEnhancer	87	3116	368684
Unc5c	DEG_down	K27ac_ChIP	21	122	362293.5
Unc5d	DEG_up	ChromHMM_ActiveEnhancer	11	1423864	1902864
Unc5d	DEG_up	K27ac_ChIP	5	1871371.5	1896171
Unc5d	DEG_up	P60	1	1897383	1897383
Unc80	invariant	ChromHMM_ActiveEnhancer	52	1667	289867
Unc80	invariant	K27ac_ChIP	22	132	276812
Ung	invariant	ChromHMM_ActiveEnhancer	22	267486	1400814
Ung	invariant	ENCODE	1	560366.5	560366.5
Ung	invariant	K27ac_ChIP	71	39635.5	664939.5
Ung	invariant	P60	9	460458.5	1090908.5
Upf1	invariant	ChromHMM_ActiveEnhancer	59	4978	639978
Upf1	invariant	ENCODE	1	61988	61988
Upf1	invariant	K27ac_ChIP	49	3278	636276.5
Upf1	invariant	P60	4	73473.5	289029.25
Upf2	invariant	ChromHMM_ActiveEnhancer	96	90031	481019
Upf2	invariant	K27ac_ChIP	22	200	629273.5
Upf3b	invariant	ChromHMM_ActiveEnhancer	7	126622	777922
Upf3b	invariant	K27ac_ChIP	11	25575.5	314508.5
Upk1a	DEG_up	ChromHMM_ActiveEnhancer	8	496153	1159347
Upk1a	DEG_up	K27ac_ChIP	30	59324	743703.25
Upk1a	DEG_up	P60	6	267439.5	459361.5
Uqcc1	invariant	ChromHMM_ActiveEnhancer	51	59190	992790
Uqcc1	invariant	ENCODE	2	133385	627605.5
Uqcc1	invariant	K27ac_ChIP	56	61629	960569.75
Uqcc1	invariant	P60	4	137952.5	427035.75
Uqcc2	invariant	ChromHMM_ActiveEnhancer	30	62216	812734
Uqcc2	invariant	ENCODE	1	340040	340040
Uqcc2	invariant	K27ac_ChIP	65	12742	567469.5
Uqcc2	invariant	P60	7	341256	618277.5
Uqcc4	invariant	ChromHMM_ActiveEnhancer	6	251254	1423446
Uqcc4	invariant	K27ac_ChIP	60	38972	776117
Uqcc4	invariant	P60	7	725675.5	979777.5
Uqcr10	invariant	ChromHMM_ActiveEnhancer	30	14458	921100
Uqcr10	invariant	ENCODE	1	1306202	1306202
Uqcr10	invariant	K27ac_ChIP	49	108.5	1288893.5
Uqcr10	invariant	P60	4	856519.5	1138901.25
Uqcrb	invariant	ChromHMM_ActiveEnhancer	2	1331522	1343322
Uqcrb	invariant	K27ac_ChIP	18	306.5	613139.25
Uqcrc1	invariant	ChromHMM_ActiveEnhancer	20	148533	1367650
Uqcrc1	invariant	ENCODE	1	806865.5	806865.5
Uqcrc1	invariant	K27ac_ChIP	58	83068	1121384.75
Uqcrc1	invariant	P60	7	786724.5	1317889
Uqcrc2	invariant	ChromHMM_ActiveEnhancer	33	211224	1657976
Uqcrc2	invariant	K27ac_ChIP	21	63	1640886
Uqcrc2	invariant	P60	3	219398	1302859.5
Urb1	DEG_down	ChromHMM_ActiveEnhancer	104	23087	915313
Urb1	DEG_down	K27ac_ChIP	46	530.5	899179.25
Urb1	DEG_down	P60	3	806572.5	897192.5
Uri1	invariant	ChromHMM_ActiveEnhancer	18	35549	629251
Uri1	invariant	K27ac_ChIP	16	160475.5	494799
Uri1	invariant	P60	1	683037	683037
Urm1	invariant	ChromHMM_ActiveEnhancer	46	52725	1261000
Urm1	invariant	K27ac_ChIP	54	16991	1220595
Urm1	invariant	P60	10	67150.5	1070408.75
Uros	invariant	ChromHMM_ActiveEnhancer	26	19428	1008472
Uros	invariant	ENCODE	1	914395	914395
Uros	invariant	K27ac_ChIP	42	851	916991.5
Uros	invariant	P60	5	629515	817192
Usb1	invariant	ChromHMM_ActiveEnhancer	56	77384	1398584
Usb1	invariant	K27ac_ChIP	38	1726	1340128.5
Usb1	invariant	P60	1	1439820.5	1439820.5
Usf1	invariant	ChromHMM_ActiveEnhancer	41	28813	910187
Usf1	invariant	K27ac_ChIP	45	676	784962.5
Usf1	invariant	P60	3	793416.5	916443.5
Usf2	invariant	ChromHMM_ActiveEnhancer	7	152197	1497503
Usf2	invariant	K27ac_ChIP	23	95268	648221.5
Usf2	invariant	P60	5	162849	666291.5
Usp1	invariant	ChromHMM_ActiveEnhancer	89	165310	1181390
Usp1	invariant	K27ac_ChIP	49	172	983779
Usp1	invariant	P60	2	307180	723078
Usp11	DEG_up	ChromHMM_ActiveEnhancer	9	242294	574206
Usp11	DEG_up	K27ac_ChIP	15	419.5	246934
Usp12	invariant	ChromHMM_ActiveEnhancer	15	376506	703494
Usp12	invariant	K27ac_ChIP	27	3638.5	634317.5
Usp12	invariant	P60	2	270313.5	455878.5
Usp13	DEG_up	ChromHMM_ActiveEnhancer	41	9054	1525846
Usp13	DEG_up	K27ac_ChIP	13	613	1507915.5
Usp14	invariant	ChromHMM_ActiveEnhancer	21	17619	680281
Usp14	invariant	K27ac_ChIP	8	15550	628317.25
Usp15	invariant	ChromHMM_ActiveEnhancer	50	2695	379295
Usp15	invariant	K27ac_ChIP	23	277510	480672
Usp15	invariant	P60	2	293057.5	338282
Usp16	invariant	ChromHMM_ActiveEnhancer	21	90303	615803
Usp16	invariant	K27ac_ChIP	9	131.5	100056.5
Usp21	invariant	ChromHMM_ActiveEnhancer	35	25191	809891
Usp21	invariant	K27ac_ChIP	41	317	794503
Usp21	invariant	P60	2	916738.5	978252
Usp25	DEG_down	ChromHMM_ActiveEnhancer	48	6794	644156
Usp25	DEG_down	K27ac_ChIP	15	1038	631739.5
Usp28	DEG_down	ChromHMM_ActiveEnhancer	28	193425	1467875
Usp28	DEG_down	K27ac_ChIP	22	1777	1535035.25
Usp28	DEG_down	P60	2	251569	997192.75
Usp33	invariant	ChromHMM_ActiveEnhancer	51	8022	1012778
Usp33	invariant	K27ac_ChIP	15	136342.5	977549.5
Usp35	DEG_down	ChromHMM_ActiveEnhancer	29	7880	772680
Usp35	DEG_down	K27ac_ChIP	20	1279.5	656466.75
Usp35	DEG_down	P60	1	84282.5	84282.5
Usp38	invariant	ChromHMM_ActiveEnhancer	123	92128	825572
Usp38	invariant	K27ac_ChIP	24	1022.5	927146.5
Usp39	invariant	ChromHMM_ActiveEnhancer	71	11616	607784
Usp39	invariant	K27ac_ChIP	39	10602.5	622039
Usp39	invariant	P60	2	105135	229399.25
Usp4	invariant	ChromHMM_ActiveEnhancer	20	146653	921553
Usp4	invariant	ENCODE	1	218085.5	218085.5
Usp4	invariant	K27ac_ChIP	58	142839	744956
Usp4	invariant	P60	7	197944.5	999822.5
Usp40	invariant	ChromHMM_ActiveEnhancer	47	60551	979851
Usp40	invariant	K27ac_ChIP	38	395	1183672.75
Usp40	invariant	P60	5	132547.5	1499017.5
Usp47	invariant	ChromHMM_ActiveEnhancer	62	96996	775696
Usp47	invariant	K27ac_ChIP	35	186	296171.5
Usp47	invariant	P60	1	231541.5	231541.5
Usp48	invariant	ChromHMM_ActiveEnhancer	36	71655	687555
Usp48	invariant	K27ac_ChIP	52	67446.5	641320
Usp48	invariant	P60	7	104857	564567.5
Usp49	invariant	ChromHMM_ActiveEnhancer	45	129410	1584810
Usp49	invariant	K27ac_ChIP	31	869	1075952
Usp49	invariant	P60	2	930077.5	1415682
Usp54	invariant	ChromHMM_ActiveEnhancer	63	21437	735763
Usp54	invariant	K27ac_ChIP	27	194	557953.5
Usp8	invariant	ChromHMM_ActiveEnhancer	40	83328	833972
Usp8	invariant	K27ac_ChIP	22	32199.5	886499.75
Usp8	invariant	P60	1	819683	819683
Usp9x	invariant	ChromHMM_ActiveEnhancer	33	14002	1230998
Usp9x	invariant	K27ac_ChIP	14	171137	397098.75
Uspl1	invariant	ChromHMM_ActiveEnhancer	14	63350	1142400
Uspl1	invariant	K27ac_ChIP	23	145	1093809.5
Uspl1	invariant	P60	1	1747900.5	1747900.5
Ust	invariant	ChromHMM_ActiveEnhancer	89	4625	1193425
Ust	invariant	K27ac_ChIP	29	1148.5	1326692.5
Ust	invariant	P60	3	1245855.5	1360236.5
Utp11	invariant	ChromHMM_ActiveEnhancer	15	943500	1284500
Utp11	invariant	K27ac_ChIP	25	20609.5	1420434
Utp11	invariant	P60	3	1023285.5	1425978
Utp14a	invariant	ChromHMM_ActiveEnhancer	20	109038	231312
Utp14a	invariant	K27ac_ChIP	8	48598	233193.75
Utp20	invariant	ChromHMM_ActiveEnhancer	44	375604	1454096
Utp20	invariant	K27ac_ChIP	17	95476.5	1090858.5
Utp25	invariant	ChromHMM_ActiveEnhancer	151	26772	836172
Utp25	invariant	K27ac_ChIP	43	94796	783558
Utp25	invariant	P60	3	199644	680133.5
Utp6	invariant	ChromHMM_ActiveEnhancer	24	7510	879950
Utp6	invariant	K27ac_ChIP	18	118248.5	631473
Utp6	invariant	P60	2	313339.5	419530.5
Utrn	DEG_down	ChromHMM_ActiveEnhancer	101	6665	1009435
Utrn	DEG_down	K27ac_ChIP	37	1039.5	1096770
Utrn	DEG_down	P60	4	980272.5	1153005.25
Uvrag	invariant	ChromHMM_ActiveEnhancer	50	10359	700341
Uvrag	invariant	K27ac_ChIP	37	41323	1032626
Uvrag	invariant	P60	1	1724838.5	1724838.5
Uxt	invariant	ChromHMM_ActiveEnhancer	9	15817	832317
Uxt	invariant	K27ac_ChIP	15	11177	273590
Vamp1	invariant	ChromHMM_ActiveEnhancer	45	131151	984349
Vamp1	invariant	ENCODE	1	1374718.5	1374718.5
Vamp1	invariant	K27ac_ChIP	39	15750	521552
Vamp1	invariant	P60	5	59102.5	358669
Vamp2	invariant	ChromHMM_ActiveEnhancer	13	4210	1492190
Vamp2	invariant	ENCODE	1	1425849.5	1425849.5
Vamp2	invariant	K27ac_ChIP	51	267	516313.5
Vamp2	invariant	P60	4	8201	325627.25
Vamp4	invariant	ChromHMM_ActiveEnhancer	84	73585	469765
Vamp4	invariant	K27ac_ChIP	24	641.5	1392149.5
Vapa	invariant	ChromHMM_ActiveEnhancer	103	18655	847855
Vapa	invariant	K27ac_ChIP	33	334.5	789995.5
Vapa	invariant	P60	2	629705	700963.25
Vapb	invariant	ChromHMM_ActiveEnhancer	7	33489	343089
Vapb	invariant	K27ac_ChIP	7	34225	593966.5
Vars2	invariant	ChromHMM_ActiveEnhancer	5	323108	608308
Vars2	invariant	K27ac_ChIP	39	15.5	603295.5
Vars2	invariant	P60	3	36520.5	1037807
Vash1	invariant	ChromHMM_ActiveEnhancer	63	6700	360700
Vash1	invariant	K27ac_ChIP	52	2846	494041.25
Vash1	invariant	P60	6	21324	208442
Vat1	invariant	ChromHMM_ActiveEnhancer	8	373070	738250
Vat1	invariant	K27ac_ChIP	47	275285.5	941648.5
Vat1	invariant	P60	12	188374.5	896056
Vav3	invariant	ChromHMM_ActiveEnhancer	50	347653	977850
Vav3	invariant	K27ac_ChIP	39	430028	1255192
Vav3	invariant	P60	1	1825349	1825349
Vax2	invariant	ChromHMM_ActiveEnhancer	36	110736	1188686
Vax2	invariant	K27ac_ChIP	32	83723.5	605808.25
Vax2	invariant	P60	4	191850	408751
Vdac1	invariant	ChromHMM_ActiveEnhancer	22	24860	1367750
Vdac1	invariant	K27ac_ChIP	29	42	1162610
Vdac1	invariant	P60	3	1164733	1657284.5
Vdac2	invariant	ChromHMM_ActiveEnhancer	52	2038	1042088
Vdac2	invariant	K27ac_ChIP	25	6596.5	1066188
Vegfa	DEG_up	ChromHMM_ActiveEnhancer	26	5369	619850
Vegfa	DEG_up	K27ac_ChIP	36	2533	587947.75
Vegfa	DEG_up	P60	2	483260.5	498192
Vegfc	DEG_down	ChromHMM_ActiveEnhancer	15	228706	854706
Vegfc	DEG_down	K27ac_ChIP	11	451796	949259
Vezf1	invariant	ChromHMM_ActiveEnhancer	16	80821	611521
Vezf1	invariant	K27ac_ChIP	25	2123	476182
Vezf1	invariant	P60	3	83240	297970
Vezt	invariant	ChromHMM_ActiveEnhancer	68	80383	754017
Vezt	invariant	K27ac_ChIP	26	328	706250
Vezt	invariant	P60	3	287716	388400.5
Vgll4	invariant	ChromHMM_ActiveEnhancer	82	31494	946406
Vgll4	invariant	K27ac_ChIP	54	700	1055087.5
Vgll4	invariant	P60	5	273175	976156
Vim	invariant	ChromHMM_ActiveEnhancer	26	45652	625248
Vim	invariant	K27ac_ChIP	11	29342	625928.5
Vipr1	DEG_up	ChromHMM_ActiveEnhancer	50	136816	544150
Vipr1	DEG_up	ENCODE	1	394495	394495
Vipr1	DEG_up	K27ac_ChIP	39	1218	343464.5
Vipr1	DEG_up	P60	3	270700.5	399411.5
Vipr2	DEG_down	ChromHMM_ActiveEnhancer	43	70474	546574
Vipr2	DEG_down	K27ac_ChIP	8	11895	440397.75
Vipr2	DEG_down	P60	1	2018296	2018296
Virma	invariant	ChromHMM_ActiveEnhancer	23	173458	1709042
Virma	invariant	K27ac_ChIP	27	172.5	685250
Virma	invariant	P60	1	1846947.5	1846947.5
Vldlr	DEG_down	ChromHMM_ActiveEnhancer	40	584	519884
Vldlr	DEG_down	K27ac_ChIP	15	5199.5	572890.5
Vmac	invariant	ChromHMM_ActiveEnhancer	19	24222	350722
Vmac	invariant	K27ac_ChIP	32	34928.5	353527.75
Vmac	invariant	P60	2	340960.5	522159.25
Vmn2r2	invariant	ChromHMM_ActiveEnhancer	47	64072	1141772
Vmn2r2	invariant	K27ac_ChIP	19	165284	1179948
Vmp1	invariant	ChromHMM_ActiveEnhancer	19	167764	1626964
Vmp1	invariant	K27ac_ChIP	32	73769.5	1353039.75
Vmp1	invariant	P60	4	902961	1277078
Vps11	invariant	ChromHMM_ActiveEnhancer	29	33230	1002030
Vps11	invariant	K27ac_ChIP	50	25419	723698.75
Vps11	invariant	P60	5	132191	725014
Vps13a	invariant	ChromHMM_ActiveEnhancer	27	363267	547067
Vps13a	invariant	K27ac_ChIP	16	356554.5	423806.25
Vps13a	invariant	P60	1	371770.5	371770.5
Vps13b	invariant	ChromHMM_ActiveEnhancer	60	51740	1268300
Vps13b	invariant	K27ac_ChIP	31	131	1345154.5
Vps13b	invariant	P60	3	1421270	1507946.5
Vps18	invariant	ChromHMM_ActiveEnhancer	37	4560	529040
Vps18	invariant	K27ac_ChIP	45	711.5	540134
Vps18	invariant	P60	3	519670.5	743199.5
Vps26b	invariant	ChromHMM_ActiveEnhancer	19	146135	1178435
Vps26b	invariant	K27ac_ChIP	20	672	1437266
Vps26b	invariant	P60	2	158740	223225
Vps26c	invariant	ChromHMM_ActiveEnhancer	75	52270	461070
Vps26c	invariant	K27ac_ChIP	28	310	753664.25
Vps26c	invariant	P60	2	224559.5	512074
Vps33a	invariant	ChromHMM_ActiveEnhancer	32	233562	1348712
Vps33a	invariant	K27ac_ChIP	66	98019	938830.75
Vps33a	invariant	P60	14	98576	1164553.5
Vps35l	invariant	ChromHMM_ActiveEnhancer	21	36074	236974
Vps35l	invariant	K27ac_ChIP	8	254064	491992.5
Vps35l	invariant	P60	1	482789	482789
Vps37a	invariant	ChromHMM_ActiveEnhancer	64	61517	473167
Vps37a	invariant	K27ac_ChIP	24	195	433096.5
Vps37a	invariant	P60	1	507338	507338
Vps37c	invariant	ChromHMM_ActiveEnhancer	8	9165	392985
Vps37c	invariant	K27ac_ChIP	29	978.5	270196.5
Vps37c	invariant	P60	4	21677	135259.5
Vps41	invariant	ChromHMM_ActiveEnhancer	82	19214	933836
Vps41	invariant	K27ac_ChIP	32	232468.5	968265.25
Vps41	invariant	P60	1	1817127.5	1817127.5
Vps45	invariant	ChromHMM_ActiveEnhancer	36	6966	1197384
Vps45	invariant	K27ac_ChIP	41	710.5	669478
Vps45	invariant	P60	2	48220.5	414013
Vps4b	invariant	ChromHMM_ActiveEnhancer	110	81728	798850
Vps4b	invariant	K27ac_ChIP	22	37393.5	800229.75
Vps50	invariant	ChromHMM_ActiveEnhancer	26	9518	1505118
Vps50	invariant	K27ac_ChIP	6	12302.5	1327015.75
Vps51	invariant	ChromHMM_ActiveEnhancer	23	136931	1083569
Vps51	invariant	ENCODE	2	223700	340564
Vps51	invariant	K27ac_ChIP	88	9733.5	838629.25
Vps51	invariant	P60	10	224710	962338.5
Vps54	invariant	ChromHMM_ActiveEnhancer	37	4219	1173181
Vps54	invariant	K27ac_ChIP	30	850	1255582.75
Vps54	invariant	P60	1	1282606	1282606
Vps72	invariant	ChromHMM_ActiveEnhancer	21	139578	739222
Vps72	invariant	K27ac_ChIP	34	18279	880704
Vps72	invariant	P60	2	167638.5	533431
Vps8	invariant	ChromHMM_ActiveEnhancer	37	83518	1122182
Vps8	invariant	K27ac_ChIP	36	83652	944043.25
Vps8	invariant	P60	2	719454	1041793
Vrk2	invariant	ChromHMM_ActiveEnhancer	5	155499	159799
Vrk2	invariant	K27ac_ChIP	1	155938	155938
Vrk3	invariant	ChromHMM_ActiveEnhancer	10	51013	1760287
Vrk3	invariant	ENCODE	1	1798755	1798755
Vrk3	invariant	K27ac_ChIP	71	71061	777005.5
Vrk3	invariant	P60	8	131921	703139.5
Vsig2	invariant	ChromHMM_ActiveEnhancer	16	9955	487355
Vsig2	invariant	K27ac_ChIP	14	8981.5	530309.25
Vsig4	invariant	ChromHMM_ActiveEnhancer	12	121538	1282438
Vsig4	invariant	K27ac_ChIP	12	325503	1132292.25
Vstm2b	DEG_up	ChromHMM_ActiveEnhancer	1	293572	293572
Vstm2b	DEG_up	K27ac_ChIP	8	494838.5	1040446.25
Vstm5	DEG_up	ChromHMM_ActiveEnhancer	41	24655	1557245
Vstm5	DEG_up	K27ac_ChIP	18	470873	1562606
Vstm5	DEG_up	P60	2	1629971.5	1650173.25
Vta1	invariant	ChromHMM_ActiveEnhancer	76	512860	972860
Vta1	invariant	K27ac_ChIP	26	525614	884178.5
Vta1	invariant	P60	3	638607.5	727772
Vti1a	invariant	ChromHMM_ActiveEnhancer	39	107805	1807505
Vti1a	invariant	K27ac_ChIP	46	62228.5	1817773.75
Vti1a	invariant	P60	7	1624186	1840455
Vtn	invariant	ChromHMM_ActiveEnhancer	30	454091	912050
Vtn	invariant	K27ac_ChIP	33	1484.5	840910.5
Vtn	invariant	P60	2	1149959.5	1569490
Vwa1	invariant	ChromHMM_ActiveEnhancer	12	98598	603598
Vwa1	invariant	ENCODE	1	503139	503139
Vwa1	invariant	K27ac_ChIP	50	229	495939
Vwa1	invariant	P60	8	32692.5	544010.75
Vwa2	DEG_down	ChromHMM_ActiveEnhancer	30	60651	260751
Vwa2	DEG_down	K27ac_ChIP	29	52484.5	249650.5
Vwa2	DEG_down	P60	4	66232	172808.25
Vwa3a	invariant	ChromHMM_ActiveEnhancer	32	107082	1739600
Vwa3a	invariant	K27ac_ChIP	21	91591.5	1551282
Vwa3a	invariant	P60	3	115256	1198717.5
Vwa5b1	invariant	ChromHMM_ActiveEnhancer	52	267984	1572466
Vwa5b1	invariant	K27ac_ChIP	59	74586.5	951587
Vwa5b1	invariant	P60	10	588311.5	945123.5
Vwa8	invariant	ChromHMM_ActiveEnhancer	76	2148	1224902
Vwa8	invariant	K27ac_ChIP	17	82.5	549054
Vwa8	invariant	P60	1	293708	293708
Vwc2l	invariant	ChromHMM_ActiveEnhancer	32	1036415	1688315
Vwc2l	invariant	K27ac_ChIP	10	831862	1498495.25
Vwde	invariant	ChromHMM_ActiveEnhancer	38	141565	756335
Vwde	invariant	K27ac_ChIP	12	154956.5	698093
Wac	invariant	ChromHMM_ActiveEnhancer	36	7568	374332
Wac	invariant	K27ac_ChIP	12	415	1390428
Wapl	invariant	ChromHMM_ActiveEnhancer	22	105228	1174928
Wapl	invariant	K27ac_ChIP	14	737.5	1175768
Wars1	invariant	ChromHMM_ActiveEnhancer	55	62874	641974
Wars1	invariant	K27ac_ChIP	27	59622.5	652528.5
Wars1	invariant	P60	2	63736	354579.75
Wars2	invariant	ChromHMM_ActiveEnhancer	33	723768	1285668
Wars2	invariant	K27ac_ChIP	16	195	1262869.5
Wasf2	DEG_down	ChromHMM_ActiveEnhancer	26	93005	1532745
Wasf2	DEG_down	K27ac_ChIP	52	56233	800822.5
Wasf2	DEG_down	P60	8	69851.5	1219345.5
Wasf3	invariant	ChromHMM_ActiveEnhancer	13	9615	1060415
Wasf3	invariant	K27ac_ChIP	25	41445	1041937
Wasf3	invariant	P60	2	680334.5	865899.5
Washc2	invariant	ChromHMM_ActiveEnhancer	66	163862	1004100
Washc2	invariant	K27ac_ChIP	37	14448	976193
Washc2	invariant	P60	5	244428.5	964869
Washc3	invariant	ChromHMM_ActiveEnhancer	43	181007	1669607
Washc3	invariant	K27ac_ChIP	16	7.5	1505318.5
Wasl	invariant	ChromHMM_ActiveEnhancer	63	33409	871909
Wasl	invariant	K27ac_ChIP	25	568.5	827585
Wasl	invariant	P60	1	560181.5	560181.5
Wbp1	invariant	ChromHMM_ActiveEnhancer	26	47441	856591
Wbp1	invariant	K27ac_ChIP	22	12921	238188.75
Wbp1	invariant	P60	3	58711.5	303196.5
Wbp2	invariant	ChromHMM_ActiveEnhancer	25	212505	1456305
Wbp2	invariant	ENCODE	1	869776.5	869776.5
Wbp2	invariant	K27ac_ChIP	55	8735	884930
Wbp2	invariant	P60	10	16825.5	1135587.75
Wbp4	invariant	ChromHMM_ActiveEnhancer	49	2780	564720
Wbp4	invariant	K27ac_ChIP	13	896	323702
Wbp4	invariant	P60	1	338760	338760
Wdfy2	DEG_down	ChromHMM_ActiveEnhancer	77	7222	972422
Wdfy2	DEG_down	ENCODE	1	1313251	1313251
Wdfy2	DEG_down	K27ac_ChIP	65	658.5	1298527
Wdfy2	DEG_down	P60	4	915447	1406756
Wdhd1	invariant	ChromHMM_ActiveEnhancer	51	33943	921243
Wdhd1	invariant	K27ac_ChIP	25	285.5	864687.5
Wdpcp	DEG_down	ChromHMM_ActiveEnhancer	36	6735	1200335
Wdpcp	DEG_down	K27ac_ChIP	31	375.5	1560422.5
Wdpcp	DEG_down	P60	1	1615560	1615560
Wdr12	invariant	ChromHMM_ActiveEnhancer	56	79545	643995
Wdr12	invariant	K27ac_ChIP	31	124.5	787441.5
Wdr12	invariant	P60	3	618998.5	705195
Wdr13	invariant	ChromHMM_ActiveEnhancer	5	65042	1110842
Wdr13	invariant	K27ac_ChIP	16	537	380299.25
Wdr19	DEG_down	ChromHMM_ActiveEnhancer	83	7696	1283596
Wdr19	DEG_down	K27ac_ChIP	23	387.5	1242706.5
Wdr20	invariant	ChromHMM_ActiveEnhancer	40	31444	594806
Wdr20	invariant	K27ac_ChIP	35	41983.5	950184
Wdr20	invariant	P60	3	932741	1907506
Wdr26	invariant	ChromHMM_ActiveEnhancer	67	147601	1208899
Wdr26	invariant	K27ac_ChIP	38	836	1024519.5
Wdr26	invariant	P60	1	702697	702697
Wdr27	invariant	ChromHMM_ActiveEnhancer	27	16742	1238458
Wdr27	invariant	ENCODE	1	1391258	1391258
Wdr27	invariant	K27ac_ChIP	16	19124	733136.25
Wdr3	invariant	ChromHMM_ActiveEnhancer	57	40007	1507693
Wdr3	invariant	K27ac_ChIP	20	214.5	1422555.5
Wdr3	invariant	P60	3	1419386.5	1530914.5
Wdr31	DEG_down	ChromHMM_ActiveEnhancer	58	25504	202354
Wdr31	DEG_down	K27ac_ChIP	19	31104	178893
Wdr31	DEG_down	P60	2	159075.5	186294.25
Wdr33	invariant	ChromHMM_ActiveEnhancer	71	2810	1078090
Wdr33	invariant	K27ac_ChIP	47	44506.5	1162305
Wdr33	invariant	P60	5	597242.5	1343108
