gene	mc_diff	hmc_diff	mc_q	hmc_q	combined_effect	n_k119ub_ctrl	n_k119ub_mut	net_k119ub
Ptprj	0.0711099477081534	-0.0196448717627244	3.91820652737436e-226	9.03929291946166e-21	0.0907548194708778	0	1	1
St3gal5	0.0630874067500303	-0.027638404673037	6.20797227900523e-75	3.16532454657841e-17	0.0907258114230673	0	0	0
Dmac2	0.0717605022417974	-0.0189378940633086	3.43435189981027e-12	0.0393096241340239	0.090698396305106	0	0	0
Zbtb44	0.042665790682578	-0.0479629983850865	5.39987288832935e-28	1.19159534624548e-50	0.0906287890676645	0	0	0
Mapkapk5	0.0457306599825226	-0.0448812072733534	1.63545359356653e-16	7.47709545433631e-24	0.090611867255876	0	0	0
Slc16a6	0.0521691861417423	-0.0384168766587358	1.13920724382036e-44	1.75270730910311e-42	0.0905860628004781	0	2	2
Azi2	0.0497704345015479	-0.0407542832345918	1.0246613368304e-21	2.09046822572438e-20	0.0905247177361398	5	5	0
Lrrc58	0.0486275054434868	-0.0418411349843986	2.88492476911562e-18	6.10941433881558e-17	0.0904686404278854	0	0	0
Cog2	0.0530484150186781	-0.0374094138469682	6.65312777687376e-41	2.59640603345085e-32	0.0904578288656463	1	1	0
Pip5k1b	0.0512169979552207	-0.0392394248092629	5.86296868591491e-268	2.31648753705557e-227	0.0904564227644837	1	1	0
Mfn2	0.0517311554115788	-0.0386430286848581	5.46061410874821e-24	2.87791767561756e-21	0.0903741840964369	0	0	0
Elovl6	0.0472100051775682	-0.0431640933129618	2.4226174997362e-123	1.01303769524594e-135	0.0903740984905301	0	1	1
Amd1	0.0465892263260224	-0.0437739849025382	1.40476112018088e-11	6.78560589411632e-13	0.0903632112285606	0	0	0
Rragd	0.0513398506700552	-0.0389875184074647	1.03768840389852e-37	4.01347661875681e-34	0.0903273690775199	0	1	1
Ctsf	0.0456113516069486	-0.0446705397517486	3.1934684819473e-06	5.71188493996531e-09	0.0902818913586972	0	0	0
AC166256.1	0.0681017875947816	-0.0221567476763875	2.36748908881889e-32	0.000385928713097677	0.0902585352711691	0	0	0
Psma7	0.039983531146123	-0.0502570382842705	5.30505306719518e-05	1.07176298161332e-09	0.0902405694303935	0	1	1
Ythdf2	0.047245942471624	-0.0429269067648082	5.27744175339799e-17	6.86584138738251e-18	0.0901728492364322	0	0	0
Psma1	0.0465873954463054	-0.0435611284999813	1.72573493331068e-09	2.5444606116126e-12	0.0901485239462867	0	1	1
Rab30	0.0578429514510392	-0.0322988300763945	1.13296823697391e-95	9.68720484031126e-43	0.0901417815274337	0	0	0
Zfp24	0.0452766023660581	-0.0448551086124384	9.77092915818347e-09	1.91663703018691e-11	0.0901317109784965	0	1	1
Mlec	0.058229166086998	-0.0318390182079956	1.0020102224782e-18	2.76388197126896e-10	0.0900681842949936	0	0	0
Lysmd3	0.0549427693035385	-0.0351181077016722	1.1691074920824e-18	3.48735022361753e-12	0.0900608770052106	0	1	1
Rilpl2	0.0481049094571966	-0.0418885602557696	1.54971838683291e-12	7.22168361635008e-14	0.0899934697129662	0	0	0
Mmp28	0.0456137553847343	-0.044339153456678	2.18694445265112e-18	3.3697632250007e-27	0.0899529088414123	0	1	1
Cox7a1	0.0528470945447777	-0.0370948002503014	0.0104446562318894	0.0247837869783595	0.0899418947950791	0	0	0
Epdr1	0.0582737419805467	-0.0316285630433242	1.05607187727777e-21	1.10109679422832e-07	0.0899023050238709	0	1	1
Ssr3	0.051767597455571	-0.038088110665319	3.5429184530921e-09	2.64273825478111e-09	0.08985570812089	0	0	0
Naa30	0.0513139626549391	-0.0385413822648967	3.02228959838513e-13	3.4055877051213e-10	0.0898553449198359	0	0	0
Cgrrf1	0.050816917947659	-0.0390271354963168	1.39197654654085e-22	1.46448496563783e-22	0.0898440534439758	0	1	1
Pim3	0.0451382281543565	-0.0446562046612558	0.0251384107598111	0.0057803218885286	0.0897944328156124	4	3	-1
Rnf139	0.0537833722832699	-0.0359665853744016	5.24886023873933e-20	1.06851604251833e-12	0.0897499576576715	0	0	0
Hnrnpll	0.0428088196840422	-0.0469315354847151	6.18110446381357e-21	5.00299217501314e-36	0.0897403551687573	1	1	0
Lcn3	0.0513162377669881	-0.0384054788877483	0.0393461559326048	0.0161768163996224	0.0897217166547364	0	0	0
Slc39a7	0.0442287174085536	-0.0454733738511849	0.000100407723651606	2.66659012598302e-08	0.0897020912597384	0	0	0
Map7	0.0468310337489894	-0.042823938924902	4.31372014842737e-137	1.02537632971521e-188	0.0896549726738915	2	4	2
Gm45021	0.0581687384198372	-0.0314617101993872	2.88891088604475e-33	1.61722779959689e-16	0.0896304486192244	0	0	0
Snd1	0.0603850703852541	-0.02922029177523	4.8151057076211e-306	5.71429815062279e-152	0.0896053621604841	1	8	7
Clns1a	0.0590731241523259	-0.03050294407346	2.38323346857867e-28	1.70318040458394e-14	0.089576068225786	0	0	0
Zfp444	0.0479208573249262	-0.0416003627819805	6.31173094201016e-15	4.54992852990286e-18	0.0895212201069067	0	0	0
Otulin	0.0450916006074328	-0.0444030637848611	7.02590031991044e-76	6.80461619364362e-98	0.0894946643922939	1	1	0
Sf3a2	0.0690681657792608	-0.0203703859571594	5.46392233184571e-12	0.00781944230417777	0.0894385517364202	1	1	0
Bin1	0.0525327619676288	-0.0368487405018306	4.54436610395514e-33	2.17547575228185e-21	0.0893815024694595	0	0	0
Ptprr	0.0455811977908032	-0.043794387476979	1.12190681955963e-193	4.08213094498239e-263	0.0893755852677822	1	3	2
Nlgn2	0.0484577739121718	-0.0408963760770599	4.04920945014616e-12	3.33646946881926e-12	0.0893541499892317	0	1	1
Ythdf1	0.0407707224190981	-0.0485656656219109	1.41836498629262e-07	4.86336711900854e-14	0.089336388041009	0	0	0
9530077C05Rik	0.0490877709201634	-0.0402482462862137	1.00521417518004e-31	3.49775449716436e-36	0.0893360172063771	0	0	0
Btbd10	0.0572634422392504	-0.0319785126060396	7.53195859982535e-36	4.13634252190137e-18	0.08924195484529	0	0	0
Gatc	0.0448943675348727	-0.0443238259470467	8.19331521099592e-07	2.07182577497816e-09	0.0892181934819194	0	0	0
Slc7a6os	0.0427418412816424	-0.0464209053309754	4.50317225339339e-07	1.1700489809736e-11	0.0891627466126177	0	0	0
Gm10033	0.0438399369648582	-0.0453032382813041	1.73174894541697e-15	3.67637198141561e-24	0.0891431752461623	1	2	1
Usp25	0.0487408910761085	-0.0403942712047397	4.51130523130404e-127	3.04928706149752e-132	0.0891351622808481	2	2	0
Kcnd2	0.052333176103553	-0.0367401085527765	5.01343823392317e-298	9.83811470068589e-169	0.0890732846563295	0	2	2
Snx2	0.0454218808002924	-0.0436405419822543	6.87138973546249e-32	2.50207866462343e-42	0.0890624227825467	2	3	1
Kctd2	0.048246246351559	-0.0407904371928345	7.15066542704045e-12	1.45365378560058e-13	0.0890366835443935	0	0	0
Nemp2	0.0470036221437007	-0.0420191796693619	3.42710738886779e-21	8.39940248824041e-27	0.0890228018130626	0	1	1
Tax1bp1	0.0474819752364145	-0.0415117046041855	3.13343110444666e-35	2.86463310717814e-40	0.0889936798406	6	5	-1
Rbm39	0.0578887393680702	-0.0310973679630616	4.22937348148106e-31	1.45474056374189e-10	0.0889861073311317	0	0	0
Syt13	0.0686517703181769	-0.0203179864201137	1.576450966578e-47	2.96537958661057e-06	0.0889697567382906	5	4	-1
Trim3	0.0739243199797217	-0.015009046315935	3.61511748182303e-39	0.00540727204792668	0.0889333662956567	0	0	0
Vapa	0.0496556835542236	-0.039271249428832	2.8196442367443e-24	9.43879498166207e-18	0.0889269329830557	0	0	0
Gm49380	0.0684379404204632	-0.0204562810328925	2.28635098184759e-71	1.5572412053392e-10	0.0888942214533557	0	0	0
Stap2	0.0572549131629139	-0.0316246427815986	6.02108464682844e-11	8.09170356262609e-07	0.0888795559445125	0	0	0
Gpbp1	0.0514058525904683	-0.03746839805371	1.92329131458055e-31	3.18163788234564e-22	0.0888742506441783	0	0	0
Sos2	0.0455090161060612	-0.0433584125847796	7.84496730779183e-76	6.60118355352109e-100	0.0888674286908408	0	0	0
Sv2b	0.0612780901207338	-0.0275760214891895	2.89819253416443e-164	2.18405229607659e-39	0.0888541116099233	0	2	2
Phc2	0.0646715463304388	-0.0241816284362256	1.4557896946109e-135	1.19728999140831e-25	0.0888531747666644	0	0	0
Rmnd5b	0.0515835810061057	-0.0372377751231826	2.51669842268966e-12	7.92388106422602e-12	0.0888213561292883	0	0	0
Atp1b1	0.0544539491899764	-0.0343455429166112	4.08648273915492e-32	5.21105657478745e-17	0.0887994921065876	2	2	0
Capns1	0.0614452020097433	-0.0273059096999136	1.52839506475716e-21	1.84247398657539e-07	0.0887511117096569	0	0	0
Nck1	0.0536037739269104	-0.035100105243454	1.65362241194039e-37	5.52885629794998e-18	0.0887038791703644	0	0	0
Cmtm6	0.0462755411675073	-0.0424172992551026	3.92792806531097e-16	2.69325389572234e-24	0.0886928404226099	0	0	0
Selenoi	0.0523690823394046	-0.0363108374385017	4.24938341898649e-44	1.80588970412803e-30	0.0886799197779063	1	1	0
Pard6g	0.0694475883194615	-0.0192316443940384	6.31205771555035e-134	6.82831389797003e-13	0.0886792327134999	4	3	-1
Slc8a2	0.078691106120114	-0.00995670197521797	4.97213541406369e-57	0.0467130681190301	0.088647808095332	0	0	0
Ccdc186	0.0528445406000017	-0.0357985426200006	4.28739007540174e-45	3.33874506711051e-31	0.0886430832200023	0	1	1
Medag	0.0403981203069284	-0.0482429761570751	6.77175538504026e-14	1.10479709381487e-27	0.0886410964640034	4	2	-2
Arfip1	0.0468209310801763	-0.041795439586492	2.44183077713302e-58	3.53207680374381e-65	0.0886163706666683	0	0	0
Herpud2	0.0512037512607	-0.0374038519543531	9.40922300765008e-30	3.29273255951811e-22	0.0886076032150531	1	1	0
Pex12	0.0542499863055125	-0.0343379360372214	0.00951427755783518	0.0212649806727813	0.0885879223427339	0	0	0
Ppp3r1	0.0555953592571079	-0.0329605433190218	1.76820412901599e-38	1.35806820488582e-16	0.0885559025761297	0	0	0
Dcaf4	0.0488184839873017	-0.0397272339944036	1.6298464565782e-24	8.97728133229201e-25	0.0885457179817053	0	0	0
Zfp1	0.0473518604170182	-0.041167774014655	1.03971246640245e-23	1.2898605656609e-24	0.0885196344316732	0	0	0
Atp2b1	0.0499208737029109	-0.0385933587804965	9.60536603748424e-136	3.58858368605761e-97	0.0885142324834074	4	7	3
Mtx2	0.0484725593160095	-0.0400414517336212	4.91766606888879e-30	5.73915673623827e-27	0.0885140110496307	2	1	-1
Cdc42ep3	0.0455212861192779	-0.0429263492190211	4.28080795904846e-19	1.40869286176e-22	0.0884476353382989	1	0	-1
Tmem246	0.0464165278252239	-0.0419043231589328	1.93948779597479e-10	2.22763487513778e-11	0.0883208509841567	0	0	0
Fam8a1	0.0509491447480166	-0.0373714144069462	2.93782302171527e-07	2.08705564502435e-06	0.0883205591549628	0	0	0
Dgat1	0.0436857185455237	-0.0446204569796788	4.52337568755806e-05	2.03114411808646e-07	0.0883061755252025	0	0	0
Qrich1	0.0547513397219046	-0.0335324673369416	7.02399198620324e-33	1.53940329774832e-17	0.0882838070588462	0	0	0
C130050O18Rik	0.0452833192366677	-0.0429909753630708	6.32353816313616e-07	5.09754614214942e-07	0.0882742945997386	2	1	-1
Laptm4a	0.0483510891041545	-0.0399053729624911	7.91565197965608e-17	2.22404840507557e-18	0.0882564620666456	4	5	1
Naa20	0.0417898837770097	-0.0464379204731236	1.11191460191766e-06	2.6970831308148e-11	0.0882278042501333	2	1	-1
Mpc2	0.0546181872294655	-0.0336056813135875	3.7561032391238e-15	1.53776197066933e-08	0.088223868543053	0	0	0
Gpank1	0.0656115469545187	-0.0225486808086738	2.5626537544517e-06	0.0282584159281099	0.0881602277631925	0	0	0
Eef1akmt2	0.0429556805076919	-0.0451200746485503	1.7273133990035e-16	8.52397791849731e-31	0.0880757551562423	0	0	0
Armcx1	0.0614059113270855	-0.0266238054489358	0.0125348352981016	0.00988945024167674	0.0880297167760214	0	0	0
Cox4i1	0.0586237296468473	-0.0293384217305145	2.77003485642629e-09	0.000610654282894527	0.0879621513773617	0	0	0
Gm29695	0.0583526572340936	-0.0295943019624869	6.29036950049572e-17	5.30131019372947e-06	0.0879469591965804	0	0	0
Gm45234	0.045542851192851	-0.0424027314621167	9.00613505173493e-14	7.34361542573256e-15	0.0879455826549677	0	0	0
Ncoa5	0.0465580300191242	-0.0413741124631519	1.71461131172159e-24	1.56467181742059e-25	0.0879321424822761	0	0	0
Mmaa	0.0480566845642045	-0.0398487656790787	6.1028168860194e-25	1.18249724425986e-26	0.0879054502432832	0	0	0
Rab11a	0.0443134366453326	-0.0435414199286755	4.87623772788543e-10	2.8155361176908e-13	0.0878548565740081	3	2	-1
Rgs3	0.0689169918046917	-0.0189308230742406	8.60842633688273e-212	6.7117697904911e-21	0.0878478148789323	16	17	1
Faim2	0.056110096940147	-0.0317358829374598	5.9921187671955e-25	1.12250251633166e-10	0.0878459798776067	1	0	-1
Nudcd3	0.0535752644284553	-0.0342532375472289	1.29754021627372e-67	4.80841755847229e-35	0.0878285019756842	0	0	0
Epm2aip1	0.0622880965593392	-0.0255268903968614	4.80135078035423e-15	0.00291283978834421	0.0878149869562006	0	0	0
Gpr158	0.042584899688118	-0.0451599575784245	3.22245933948934e-140	5.83871616451257e-214	0.0877448572665425	2	2	0
Gon7	0.0660629414345027	-0.0216504400552253	1.96574018388476e-08	0.0146644309291531	0.087713381489728	0	0	0
Cep120	0.0529668601345346	-0.0346950583349398	6.46746440281407e-84	2.79419229100073e-56	0.0876619184694744	0	2	2
Mob1a	0.0492748929471281	-0.0383393792449609	8.25253072202222e-16	1.19666888830332e-14	0.087614272192089	0	0	0
Atp5o	0.0584224646981502	-0.0291736760527894	1.00843773180546e-10	3.87553641592848e-05	0.0875961407509396	0	0	0
Lyst	0.0438979772981265	-0.043662848758206	2.14845391884432e-117	1.51667990244129e-202	0.0875608260563326	1	2	1
Lonp1	0.0578558215582581	-0.0296934821325	4.04920945014616e-12	2.86919055397303e-07	0.087549303690758	0	0	0
Qsox2	0.0570049476141503	-0.0305430211511698	3.2956361693353e-19	2.37394718184877e-09	0.0875479687653201	0	0	0
Cnot2	0.0500760422005262	-0.0374689564395038	3.33732593953911e-75	6.40314148680159e-47	0.08754499864003	0	0	0
Eif5b	0.0491075938144513	-0.038432097714343	4.52330384799054e-51	2.79263149260582e-46	0.0875396915287943	0	0	0
Ipcef1	0.0568334477097234	-0.030698555464076	9.57442956491958e-144	1.94409251422995e-63	0.0875320031737994	0	2	2
Rab5if	0.0619854314648679	-0.0255461099472168	3.67058436200824e-18	0.00015626404634545	0.0875315414120847	0	1	1
Cops9	0.0484441585722629	-0.0390530362271182	1.23049542852206e-05	2.31044158842508e-06	0.0874971947993811	0	1	1
Pde4d	0.048182479608966	-0.0393064621595859	4.8151057076211e-306	7.07674626726131e-306	0.0874889417685519	4	4	0
Smarca2	0.0455322715002487	-0.0419436328208364	5.29863993055559e-134	1.52738587978918e-156	0.0874759043210852	2	4	2
Kif3b	0.0459822561402626	-0.0414527288037755	8.94558667238474e-31	1.65935173956946e-35	0.0874349849440381	0	0	0
Plekha5	0.0531323902136889	-0.0342701631908369	1.05753934433153e-175	8.84970616323209e-99	0.0874025534045258	0	1	1
U2surp	0.0450847125413305	-0.0423116363953301	6.0960651261782e-40	4.53028295847922e-51	0.0873963489366606	0	1	1
Gng2	0.0472623496667242	-0.0400341957882206	2.32127413438316e-75	8.40499203679049e-75	0.0872965454549448	0	1	1
Inpp5e	0.0468343516860952	-0.040424261663547	4.55491984856223e-08	5.58360613621065e-08	0.0872586133496422	0	0	0
Klhl42	0.0536846799068991	-0.0335640028441835	4.6072023930926e-23	1.68376048835887e-12	0.0872486827510826	0	0	0
Gtf2e1	0.0479625259211898	-0.0392672511397621	4.78733400142215e-33	5.79667866098767e-32	0.0872297770609519	0	3	3
Ercc8	0.0596715221255155	-0.0274777191779346	5.68891900333576e-61	6.0765723028254e-26	0.0871492413034501	0	1	1
Arid5b	0.0416930480786474	-0.0454461341796815	2.51843211263898e-167	7.07674626726131e-306	0.0871391822583289	2	3	1
Hnrnpc	0.0563507180775538	-0.0307334007553618	1.46007269217724e-24	3.67177143822639e-08	0.0870841188329156	1	1	0
Chmp3	0.0420405724742859	-0.0450246278567747	1.64107708364186e-20	1.21849706540369e-32	0.0870652003310607	0	0	0
Dguok	0.0546841550954621	-0.0323519941656665	2.52207073399221e-25	4.10230848472877e-15	0.0870361492611286	0	0	0
Ube2n	0.0522774753927785	-0.0347485597501048	1.32063550862445e-20	2.65625512784993e-10	0.0870260351428833	0	0	0
Gm8439	0.0558500844068861	-0.0311626632242749	1.52424809718823e-17	2.01017321526486e-08	0.087012747631161	0	1	1
Itpkc	0.0718180823806521	-0.0150726441855207	1.60235442851424e-26	0.00674347619357075	0.0868907265661728	0	0	0
Tsnax	0.0477013745065065	-0.039165877249986	1.737359505722e-22	5.68330987349952e-25	0.0868672517564924	1	0	-1
Ldlr	0.0537238286461272	-0.0331024094602023	1.87708481027737e-34	1.75542746146429e-17	0.0868262381063296	0	0	0
Kbtbd8	0.0530914694670315	-0.0337318257947431	3.72916046549345e-16	2.97391435160881e-15	0.0868232952617746	0	0	0
Mamdc4	0.0507655630444069	-0.036055272639292	8.23689910549359e-09	1.33072264047576e-08	0.0868208356836989	0	0	0
Inpp5f	0.0529054020548476	-0.0338847273128691	1.95664637965783e-88	4.57790302216872e-63	0.0867901293677167	0	0	0
Pfdn1	0.0398113846016019	-0.0469247302320349	6.90675187452305e-30	1.49461620029531e-59	0.0867361148336369	0	0	0
Tmem164	0.0493292121635089	-0.037388981097061	5.14839183944078e-73	2.11935474476703e-75	0.0867181932605699	1	2	1
Lcmt2	0.0535183523688323	-0.0331948493736874	7.01918270535382e-10	2.21942857860221e-06	0.0867132017425198	0	1	1
Abl2	0.0472510114058325	-0.0394588966767051	1.05288143435469e-60	1.67395979611748e-54	0.0867099080825377	0	0	0
Rgs7bp	0.0571623886366935	-0.0295400628034998	8.01148663874569e-113	1.81413093787257e-41	0.0867024514401933	3	3	0
Zfp275	0.051808833474615	-0.034799031947176	1.32631363109161e-08	2.03395070754669e-06	0.0866078654217909	0	0	0
Prom1	0.0502669032086184	-0.036334018210617	3.62382979075426e-122	5.86209935253049e-99	0.0866009214192354	2	5	3
BC024978	0.045177351674958	-0.0413639015547181	2.96694384714459e-09	1.35731209306015e-16	0.0865412532296761	0	0	0
Mybpc3	0.0493102970661312	-0.0372201166790433	5.16129555332872e-10	6.71492901560335e-08	0.0865304137451745	1	3	2
Pdhb	0.0561489988700661	-0.0303761231574814	1.30711849803527e-09	8.81365302391892e-05	0.0865251220275475	0	1	1
Zfp146	0.043096903956102	-0.0434057638436577	1.09176174902844e-11	1.59605212866012e-18	0.0865026677997597	0	0	0
Acot8	0.0499186384473075	-0.0365750620130987	1.64066302520349e-14	1.18030066505415e-13	0.0864937004604062	0	0	0
Elob	0.03811435773773	-0.0483698106010074	0.00780659521504217	0.000706483026626499	0.0864841683387374	0	0	0
Fnbp1	0.0679877834804057	-0.0184930979165699	4.78988068723155e-196	2.59432654433052e-17	0.0864808813969757	0	0	0
Glrx5	0.0472448313908451	-0.0392294694104454	3.26900058670813e-13	6.1839657949885e-14	0.0864743008012905	0	0	0
Mrpl44	0.0475707506609593	-0.0388535615460675	1.22958290563604e-06	7.10449467233448e-08	0.0864243122070268	0	1	1
Spint2	0.0442659267415282	-0.0420327887628654	4.93798974213983e-17	4.45329756266964e-25	0.0862987155043936	0	0	0
Cdca4	0.0363274422279407	-0.0499372774759455	0.000103282600554838	5.35385101213123e-12	0.0862647197038862	0	0	0
Frs2	0.0430551685113143	-0.0431896342793226	3.11042207186886e-59	2.46651008465634e-91	0.0862448027906369	0	0	0
Ndp	0.0630173662333555	-0.0232100714687395	3.76714184920245e-11	0.000346900701803043	0.0862274377020951	0	2	2
Rnf167	0.0407802788220283	-0.0454212332682709	0.000277881035302906	1.39361669964216e-09	0.0862015120902992	0	0	0
Phf20l1	0.044682429754881	-0.0414412594585459	6.79916804740234e-37	5.44500431119577e-44	0.086123689213427	0	0	0
Shld3	0.0392482901811399	-0.0468465674288162	0.000862246287605166	1.81613782876215e-08	0.086094857609956	0	1	1
Opa3	0.0433272706321886	-0.0427362250800471	2.24372343238143e-17	2.96171026757158e-28	0.0860634957122356	0	0	0
Tada1	0.0454615638776846	-0.0405834570345893	2.71318424153642e-16	5.58524480870601e-22	0.086045020912274	1	0	-1
Zfp706	0.0630617674528721	-0.0229570823081193	2.64590344758801e-16	0.00122552877581854	0.0860188497609914	1	5	4
Rps28	0.0632335997847214	-0.0227718275917368	3.46570860947536e-09	0.00311148421199283	0.0860054273764582	0	0	0
Ndufs5	0.0447455742311875	-0.0411786656978041	0.000153969235219589	2.43762548496319e-05	0.0859242399289916	0	0	0
Klhl22	0.0488730700444951	-0.0370511005133494	1.40825949475672e-18	4.3314173362006e-16	0.0859241705578446	0	0	0
Septin7	0.0441494822954719	-0.0417345070862628	6.04933542603302e-23	4.27610479226835e-27	0.0858839893817346	0	0	0
Slc19a2	0.0506215289787468	-0.0352244644353546	1.08895576444396e-29	5.56747028729283e-30	0.0858459934141014	0	2	2
Oxct1	0.0451281987937743	-0.0407132572292771	4.10027128917954e-93	2.53205851699748e-103	0.0858414560230513	0	0	0
Pstk	0.0457759299423827	-0.0400590458818798	3.06400093874249e-12	4.8351141773662e-14	0.0858349758242625	0	0	0
Nck2	0.0573882408570741	-0.0284364584843038	2.74095546625448e-135	5.28130757321901e-41	0.0858246993413778	6	7	1
