gene	mc_diff	hmc_diff	mc_q	hmc_q	combined_effect	n_k119ub_ctrl	n_k119ub_mut	net_k119ub
Cmtm4	0.034645794622476	-0.0194268165213294	6.18110446381357e-21	4.78096648890774e-09	0.0540726111438055	3	1	-2
Kat6a	0.0401744318406395	-0.0138840774506548	2.59047720950685e-45	5.69780724785452e-08	0.0540585092912944	0	0	0
Fbxo30	0.0371102119652083	-0.016947810248568	9.54458031003755e-10	0.00161468584958403	0.0540580222137762	0	0	0
Sspn	0.035073654919906	-0.0189530444773965	1.67213326175517e-19	5.98837787343334e-09	0.0540266993973025	11	10	-1
Sh3bp5	0.0349723044833207	-0.0190395506532629	2.24771093529222e-29	7.4303381276182e-11	0.0540118551365836	1	0	-1
Ddx56	0.0342289949554478	-0.019782401750707	5.77293664784812e-06	2.1842592585422e-06	0.0540113967061548	0	0	0
Aarsd1	0.0347960354365349	-0.019206681203902	1.20635170265413e-05	7.53582150506255e-05	0.0540027166404368	0	0	0
Hnrnpd	0.0226999565810941	-0.0313021998164883	0.000380429222434159	7.98471035733139e-09	0.0540021563975824	0	0	0
Slc25a3	0.0355888100037192	-0.0184094619979021	0.000278208208319145	0.0411817288069878	0.0539982720016213	0	0	0
Abhd2	0.0279519356197302	-0.0260424845504395	1.56792093886428e-31	3.82173210144589e-38	0.0539944201701697	1	1	0
Ncln	0.0238103045702537	-0.0301801264844122	0.00357943082702005	5.45783067354292e-07	0.0539904310546659	1	1	0
Nufip2	0.0293108580666785	-0.0246759972694288	1.72852029542031e-10	7.44995034645274e-11	0.0539868553361074	0	0	0
Sf3b6	0.0360243801902864	-0.0179080249071357	2.12439540588159e-05	0.00125286350462122	0.0539324050974221	0	1	1
Hcn2	0.0237394602416705	-0.0301869441878363	2.27564412392777e-05	6.97138137314997e-13	0.0539264044295068	2	0	-2
Gpr180	0.027210673467161	-0.0267013038728424	3.02965977881212e-16	3.42483118259447e-29	0.0539119773400034	0	2	2
Mcoln1	0.0277586858940536	-0.0261395457064037	0.00108462778921587	2.21461253363979e-06	0.0538982316004573	0	0	0
Fbxw9	0.0372886251008047	-0.0165969583202722	9.52766633323727e-05	0.00489656975200272	0.0538855834210768	0	0	0
Smg7	0.0276331637591258	-0.0262521883781089	4.63709566955918e-15	1.85265289726801e-17	0.0538853521372347	0	1	1
Gbp6	0.0201394093988968	-0.0337425296259615	0.0303400665127019	1.88876652437014e-07	0.0538819390248583	0	0	0
Tarbp1	0.0266781952437434	-0.0272035121061254	6.83924609409476e-18	4.41831132338524e-30	0.0538817073498688	0	1	1
Cop1	0.0257712737982412	-0.028110052024844	1.36396650760188e-20	2.10769499958829e-34	0.0538813258230852	0	1	1
Iqcb1	0.0352001515929148	-0.0186705292876038	9.15412774611976e-13	2.16694033644211e-06	0.0538706808805186	0	0	0
Etfb	0.02944675708828	-0.0244192028891115	3.08068426745909e-05	4.21005339806902e-06	0.0538659599773915	0	0	0
Glyr1	0.0259145071300084	-0.0279485238933314	1.95969769796654e-09	3.62160535914399e-18	0.0538630310233398	0	0	0
Srr	0.0249863982106219	-0.0288724093044979	4.6992676528422e-05	1.65254035930161e-10	0.0538588075151197	0	0	0
C1rl	0.028777881937449	-0.0250789044757125	1.38549798695233e-06	7.12359514227605e-08	0.0538567864131615	0	0	0
Afdn	0.0288777985748763	-0.0249786386222934	1.08666582489937e-29	3.3413988909279e-30	0.0538564371971697	5	5	0
Diablo	0.0245037211059213	-0.0293193517987482	0.00020515803414715	4.49919884553127e-11	0.0538230729046694	0	0	0
Dcaf8	0.0225017436455186	-0.0313119344295461	7.61168434719968e-09	1.0285203531861e-26	0.0538136780750647	0	0	0
Abce1	0.0301564744721416	-0.0236533751018046	3.99556854895767e-11	1.57013533091508e-11	0.0538098495739462	0	0	0
Pom121	0.0281973816976757	-0.0256094019198288	1.81648243704553e-05	1.84264889327416e-07	0.0538067836175045	0	0	0
Dbr1	0.0343532564383767	-0.0194380745687996	6.00054837888573e-05	0.00121128811694244	0.0537913310071764	0	0	0
2010109A12Rik	0.0369192890993502	-0.0168626599619253	0.000579136637655779	0.0225133515666527	0.0537819490612755	0	0	0
Nfat5	0.0263199905363471	-0.0274578384600457	1.71244725490346e-14	1.05627946032008e-22	0.0537778289963929	0	0	0
Uxs1	0.0253092818611254	-0.028465242584348	8.25641025226993e-17	4.63200484860374e-31	0.0537745244454734	1	2	1
Zfp623	0.0283340123188788	-0.0254289588476816	5.55859942576136e-05	9.40057586364768e-07	0.0537629711665603	0	0	0
Slc27a1	0.0291766338462973	-0.0245613286067625	6.02342876643967e-06	1.15197474290138e-07	0.0537379624530598	1	1	0
Ercc3	0.030604305052948	-0.0231296260775496	1.70837999567422e-14	3.16393355718694e-14	0.0537339311304976	0	0	0
Gmeb2	0.0205846924479799	-0.0331323936744463	0.000219129713025692	4.24974477051465e-16	0.0537170861224261	0	0	0
Atp2b2	0.0309403076791333	-0.0227718626242934	1.97267313137323e-65	4.15200570245998e-43	0.0537121703034267	6	2	-4
Pck2	0.0272086911981857	-0.0264839509353044	0.000385636172852494	9.23683266099868e-06	0.0536926421334901	0	0	0
Nell2	0.0283853419243166	-0.0252994402202367	3.22682600015871e-133	1.53404161484181e-141	0.0536847821445533	3	3	0
Arpc2	0.0261736700531625	-0.0274958574749885	6.3433942821004e-09	2.6479944310575e-15	0.053669527528151	0	0	0
Prpf40a	0.0273522607954536	-0.0263169375425904	5.37121805640273e-14	1.95053223097111e-18	0.053669198338044	0	3	3
Numbl	0.0243398196526032	-0.0293230838746222	4.33994447746666e-06	1.76620105321514e-12	0.0536629035272254	0	0	0
Ogdh	0.0315766908249426	-0.0220810572628749	4.63176151057767e-21	2.0265159558103e-14	0.0536577480878175	0	0	0
Rap2c	0.0338501951287342	-0.0197693628362051	0.0106234460144818	0.000388232793415215	0.0536195579649393	0	0	0
Ppargc1b	0.0428766433815013	-0.0107296702052477	4.3200945835832e-56	0.000114886296567692	0.0536063135867491	0	0	0
Clstn3	0.0216670100708816	-0.0319324264662016	5.31932560927946e-06	3.11339605415386e-16	0.0535994365370832	1	0	-1
Npat	0.0277453081063741	-0.0258527484373386	7.93255844160489e-11	3.92913330904178e-17	0.0535980565437127	0	0	0
Hspa5	0.0221569899446828	-0.031423822612233	0.0125701086485409	6.23903366744632e-05	0.0535808125569159	0	0	0
Mpi	0.0367825064875311	-0.0167901953671662	1.86890945330059e-05	0.0221143587694781	0.0535727018546973	0	0	0
Tmem126b	0.0241921294160871	-0.0293773435690793	0.0108284652020299	3.32528992945189e-08	0.0535694729851663	0	0	0
Pcdh9	0.0396612621891825	-0.0139019528786236	4.8151057076211e-306	1.99802562659668e-56	0.0535632150678061	4	17	13
Prkacb	0.0292136877469112	-0.0243473899788025	1.69320658423327e-29	5.8928586290774e-31	0.0535610777257138	0	1	1
Ccdc137	0.0257810697540968	-0.0277765944150338	0.0333444546702822	0.000173479097670696	0.0535576641691306	0	0	0
Msh6	0.0260403533606699	-0.0275087618797535	4.16882205886077e-05	2.99643324610484e-08	0.0535491152404234	0	0	0
Larp6	0.0402475846761398	-0.0132936826966541	1.96784179741397e-12	0.00438086786986733	0.0535412673727939	0	0	0
Gm20537	0.0286803470831942	-0.0248538530993557	8.35790225488281e-13	6.62097661956979e-16	0.05353420018255	0	0	0
Eno3	0.0317784453541229	-0.0217407754838739	0.000258981330870092	0.000270827704362627	0.0535192208379968	0	0	0
Tgs1	0.0267324361061583	-0.0267833542382193	6.15435973364437e-12	2.3553800837487e-22	0.0535157903443775	0	0	0
Dcaf5	0.0240441375725794	-0.0294642511567711	1.12505886214673e-17	4.25440718803173e-37	0.0535083887293505	0	0	0
Map3k9	0.0253949464540046	-0.0281047919916328	6.64619913309316e-17	9.80259485255757e-32	0.0534997384456374	0	0	0
Paip1	0.02420729208031	-0.0292769912671976	4.00516324288869e-06	4.25534900425169e-14	0.0534842833475077	0	0	0
Rpl27a	0.0360570476885175	-0.0174203033582867	0.00135073947662851	0.0282295212254811	0.0534773510468042	0	0	0
Ufl1	0.030607685879151	-0.0228222591334193	1.24049221216689e-17	4.47056170201036e-18	0.0534299450125702	0	1	1
Hnrnpf	0.03436806050602	-0.019047537273126	2.44882132852411e-10	5.4597562870803e-07	0.053415597779146	0	0	0
Cul2	0.0284257733925535	-0.0249871963500503	7.26580269905252e-18	1.57976301665413e-19	0.0534129697426038	0	0	0
Fam216a	0.0238049488947417	-0.0295986829179152	0.0185996469050276	0.000154412474045563	0.0534036318126569	0	0	0
Mettl21a	0.0290699655171399	-0.0243274206362874	2.24132600628825e-05	5.28687836515491e-07	0.0533973861534273	0	1	1
Tmem199	0.0354843706112041	-0.0179113671851063	0.00028395092409239	0.00368705427345502	0.0533957377963104	0	0	0
Lgals8	0.0359376342830252	-0.0174346262505112	1.54189090289201e-14	2.60044888539776e-09	0.0533722605335364	0	0	0
Opcml	0.0352299175045312	-0.0181379002854387	4.8151057076211e-306	5.43251645588449e-135	0.0533678177899699	4	10	6
Ndfip2	0.0234714864611543	-0.0298927548582568	7.2637296162982e-11	7.41561760950798e-23	0.053364241319411	1	1	0
Gm49369	0.0204760514970527	-0.0328828670116202	0.0384172910869227	6.88377415388032e-06	0.0533589185086729	0	0	0
Srrd	0.0273022173741301	-0.0260497542861203	0.0356866981973731	0.00253050912746543	0.0533519716602504	0	0	0
Pdcd2	0.0291677957296542	-0.0241795298178041	0.0014064552753455	1.56900043451389e-05	0.0533473255474583	0	0	0
Agt	0.0358045514071299	-0.0175243573889819	6.88669027950473e-06	0.0118581000054625	0.0533289087961118	2	1	-1
Gm3055	0.0300995600764077	-0.0232236705019324	0.0048684265008026	0.0130161243771722	0.0533232305783401	0	0	0
Med1	0.0260335974879917	-0.0272861797850822	1.19429863730786e-15	1.28924712652763e-26	0.0533197772730739	0	0	0
Mau2	0.0256748800823557	-0.0276397052374241	0.00088815490795058	8.24987117382223e-06	0.0533145853197798	0	0	0
Sdf2	0.0406191462339483	-0.0126683882920138	3.52232910246687e-07	0.0228539317983597	0.0532875345259622	0	0	0
Akap9	0.0263616419368066	-0.0269247178498027	7.24178973174316e-48	6.68753482071018e-74	0.0532863597866093	0	0	0
Sec61a1	0.0244602863357849	-0.0288223005230038	4.2458909649065e-05	9.92002758029451e-13	0.0532825868587887	1	1	0
Dnajc21	0.0288065592862807	-0.0244658880704849	1.71937892600963e-11	1.96633976959677e-13	0.0532724473567657	0	0	0
Ankrd16	0.0334628737804513	-0.019806181742314	9.75090831559293e-08	4.05621504483008e-06	0.0532690555227653	1	1	0
Gdf3	0.0328691752308161	-0.0203993024611226	0.000329055999002741	0.00107182999743525	0.0532684776919388	0	0	0
Rbck1	0.0324194277958558	-0.0208314412250046	2.18322299157077e-07	1.62707305965563e-05	0.0532508690208604	0	0	0
Rnf44	0.0285528539650835	-0.0246800150950257	0.00212977249944569	0.000296034293357476	0.0532328690601092	0	0	0
Pnpo	0.0232326230965827	-0.0299940629688877	0.0263518719447639	6.82487697417154e-06	0.0532266860654704	0	1	1
Glrb	0.0199642714177404	-0.03325495367512	9.7449168183313e-10	3.54325316080414e-37	0.0532192250928603	0	0	0
Nqo2	0.0307430336328253	-0.0224739360684833	2.90473515598054e-07	3.77042679693164e-10	0.0532169697013085	0	1	1
Gpr19	0.0384112595035002	-0.0147969260168477	1.86197235449691e-17	6.75454366636945e-05	0.0532081855203478	0	0	0
Rplp0	0.0267096804210321	-0.0264983912995489	0.0308542829889563	0.00323473507123906	0.053208071720581	2	1	-1
Hars	0.0313233658207508	-0.021878854009497	2.64820479807804e-09	8.11374915685401e-09	0.0532022198302478	0	0	0
Tab2	0.0269276920377199	-0.0262668087889117	5.59162729421071e-12	5.32284453171569e-13	0.0531945008266316	0	0	0
Trappc13	0.0263415512536644	-0.026844375489638	2.22613823016487e-16	8.79266830645794e-31	0.0531859267433024	0	0	0
Med23	0.0275633511837221	-0.0256036367007727	7.69511127881291e-29	1.34674191288617e-42	0.0531669878844949	0	0	0
Fsd1	0.023323777431993	-0.0298360584907914	0.0080718381154302	1.22866228182341e-06	0.0531598359227844	0	0	0
Bzw2	0.0283698227534414	-0.0247739992215459	6.29620486630153e-27	4.5908246755047e-33	0.0531438219749873	0	0	0
Dhx33	0.0293170025449359	-0.0238073245165832	8.99923513819289e-11	1.53706106661178e-18	0.053124327061519	0	0	0
Zcchc17	0.025032527874299	-0.0280899779197961	2.41080163926885e-10	9.8490414632602e-19	0.0531225057940951	0	0	0
Ppp2r5a	0.0243387041422564	-0.0287666923452144	8.73617954887303e-16	1.02493573908493e-41	0.0531053964874708	2	2	0
Nrde2	0.0261573028389098	-0.0269342716201229	2.78229166323219e-14	6.63996023436002e-24	0.0530915744590327	0	1	1
Ubqln4	0.0295349684961479	-0.023555506698574	2.13516766315522e-05	1.67053367179386e-06	0.0530904751947219	0	0	0
Alkbh1	0.0244407234219217	-0.0286413049886426	4.97908716855309e-05	4.05695121379532e-13	0.0530820284105644	0	0	0
Vdac2	0.024042241084261	-0.0290359016754044	0.000433173717737738	1.30353825300107e-07	0.0530781427596654	0	0	0
Rbm48	0.0266576822183276	-0.0264137580739431	0.000285512856404178	3.36379440739668e-06	0.0530714402922707	0	1	1
Atxn10	0.0247678992721903	-0.0283004876315117	1.09060558025235e-24	9.65049574968388e-39	0.053068386903702	4	1	-3
Gmcl1	0.0291812388237449	-0.0238641817730824	5.73310105301608e-13	9.36716960700477e-14	0.0530454205968273	0	0	0
Dnajc14	0.0279916583528027	-0.0250529949502869	0.000468560955453059	0.000118680953367235	0.0530446533030896	0	0	0
Srpr	0.0261354872653353	-0.0269004841183731	3.96725366086522e-11	3.7244963176374e-19	0.0530359713837085	0	0	0
Cfb	0.0265062318916137	-0.0264948935003941	0.00677028852994826	1.51192126759502e-05	0.0530011253920078	0	0	0
Slc44a1	0.0295953874941316	-0.0234031406072565	3.67175927820342e-52	1.58407509117904e-42	0.0529985281013881	0	0	0
Usf2	0.0349682097042178	-0.0180303064812511	0.000237371200900375	0.0233301608082724	0.0529985161854689	0	0	0
3110082I17Rik	0.0277995543520229	-0.0251987772782335	1.0059110730789e-25	6.80835805756326e-30	0.0529983316302564	0	0	0
Lbr	0.0301739265212555	-0.0228189676115568	7.43840863707428e-11	3.19953853731142e-11	0.0529928941328123	4	4	0
Zswim6	0.017430923940999	-0.0355497310949196	1.23473186163721e-27	7.59878788103066e-171	0.0529806550359186	7	4	-3
Yaf2	0.0231699791951631	-0.0298050063498458	3.09755956253375e-13	1.82823898426037e-27	0.0529749855450088	0	0	0
Fam160a2	0.0283692097766691	-0.0245967120179179	2.06891340969522e-09	1.6305329218623e-11	0.052965921794587	0	0	0
Brd8	0.0184225594046893	-0.034541912890192	0.000258134434129503	1.03500933669415e-23	0.0529644722948813	0	0	0
Arid1a	0.0309052814323623	-0.0220518153594075	1.44865161072288e-23	3.52698760743946e-14	0.0529570967917697	1	0	-1
Ubox5	0.0265924157696924	-0.0263584533081517	6.33973637346505e-12	4.18612174184651e-19	0.0529508690778441	1	1	0
Smchd1	0.0265783006650169	-0.0263719248902296	6.23636797473251e-44	6.94676552380636e-70	0.0529502255552464	0	0	0
Ccdc32	0.0361095521899581	-0.0168119781663141	3.73579113908711e-08	0.000433329472513338	0.0529215303562723	0	0	0
Gbf1	0.0224015507138702	-0.0305161604604587	3.1558848997585e-19	4.62741287021541e-51	0.0529177111743289	1	0	-1
Lamp1	0.0243140757145663	-0.0285904943866062	0.001087497754289	9.34830853594762e-07	0.0529045701011726	0	0	0
Fbxo3	0.0255597209710604	-0.0273429318784021	4.11628656430879e-08	2.69523999141373e-13	0.0529026528494625	0	0	0
Mtmr1	0.0281782038192064	-0.0247134524076912	7.64903592033501e-08	8.11384157541684e-13	0.0528916562268977	0	0	0
Cnep1r1	0.0262068158026769	-0.0266842978717446	6.1590455320734e-06	2.52287835319635e-10	0.0528911136744215	0	0	0
Dusp10	0.0236378715564314	-0.0292341300530748	2.87380287464859e-15	3.96291224171924e-39	0.0528720016095062	1	0	-1
Tapbpl	0.0262590382487323	-0.0266040586194043	0.016728273759646	0.000308560800441269	0.0528630968681367	0	0	0
Zfp524	0.0254141724313791	-0.0274402705787056	0.0488820863944583	3.52504781292154e-06	0.0528544430100847	0	0	0
Madd	0.0264917037925962	-0.0263545326873907	1.71084086086747e-11	1.04005809433827e-17	0.0528462364799869	0	0	0
Zfp809	0.0290021957621465	-0.023826537377016	5.05799422801552e-10	4.11854756803511e-11	0.0528287331391624	0	0	0
Map3k7	0.0256158874531945	-0.0272126850845986	6.9310630684307e-19	2.27090307258651e-40	0.0528285725377932	2	2	0
Clcn1	0.0244600513836519	-0.0283623794404529	2.75331434502655e-08	7.33037036950162e-19	0.0528224308241049	0	0	0
Apba2	0.0216440608730699	-0.0311732205287784	9.03522739467419e-28	2.45613306205601e-69	0.0528172814018483	5	5	0
Fam168b	0.0209065540026569	-0.0319049013369491	7.01521789779692e-05	6.29959165227825e-12	0.052811455339606	2	2	0
Cers6	0.0293129549925522	-0.0234906558243309	8.29625552582297e-67	7.34191879297498e-53	0.0528036108168831	3	3	0
Dido1	0.0286082478940617	-0.0241891153922951	1.29676222576887e-12	2.99644731443123e-16	0.0527973632863568	0	0	0
Tcp11l1	0.023236939264286	-0.0295583515084079	5.99637093431599e-13	6.82342198580583e-33	0.052795290772694	0	0	0
Gm20671	0.0258004750870188	-0.0269889815395431	3.68289007412683e-23	4.87375064517299e-39	0.0527894566265619	0	0	0
Slirp	0.0322703510988853	-0.0205159141714479	0.000224980872663825	5.83039027455512e-05	0.0527862652703332	0	0	0
Tecpr1	0.0290138632339801	-0.0237702500049543	6.4784624312497e-09	3.8807485812727e-09	0.0527841132389344	0	0	0
Rtcb	0.0285546160438603	-0.0242284156557817	3.10837202818337e-07	2.49513872074516e-11	0.0527830316996421	0	0	0
Lancl1	0.0232270240610496	-0.0295397645840227	2.68394030660724e-10	4.57411953323096e-29	0.0527667886450723	0	0	0
Nt5dc3	0.0265771693429062	-0.0261887575441237	4.38976149720543e-17	1.96329458908717e-23	0.0527659268870299	1	1	0
Hmgxb4	0.0280656282544807	-0.0246992277801452	1.41484848165369e-12	4.65421291811135e-18	0.0527648560346259	0	0	0
Glp2r	0.0328202531895332	-0.0199124911717163	6.53048594970854e-38	7.24142203986055e-26	0.0527327443612494	0	0	0
Sft2d1	0.0182943111992826	-0.0344337404546547	0.0295205958555916	6.29161674831235e-10	0.0527280516539373	0	0	0
Rrbp1	0.0301220005254186	-0.0226003924759626	2.54536869955325e-16	5.89194005941085e-14	0.0527223930013812	3	2	-1
Dazap1	0.0307320059047452	-0.0219851536653299	8.9979094411936e-10	1.78988912644905e-08	0.0527171595700751	0	0	0
Sirt6	0.027457882812025	-0.0252526927158602	0.00227191625209911	0.000335029012150637	0.0527105755278852	0	0	0
Nanp	0.0227773971695813	-0.029920398614913	0.0263116601770976	0.000136810820644061	0.0526977957844943	0	0	0
Zfp786	0.0284005922362671	-0.0242947095591505	6.21017741466369e-05	9.8755364554441e-08	0.0526953017954176	0	0	0
Triobp	0.0374051842162061	-0.0152635526692813	7.63599874143282e-37	1.88789724735987e-09	0.0526687368854874	0	0	0
Cdc23	0.0270649058026184	-0.0255981115276246	9.39772311033863e-08	1.20446876266689e-12	0.052663017330243	0	0	0
Ust	0.0294628943190771	-0.023189346292409	7.16088137004068e-85	1.34882783032375e-66	0.0526522406114861	3	3	0
Ahsa1	0.038437527842794	-0.0142061634205923	7.01904431168136e-06	0.00608411815539431	0.0526436912633863	0	0	0
Arid4a	0.0295973631460006	-0.0230385481616814	2.51235798388612e-31	2.53249324042318e-30	0.052635911307682	0	1	1
Erc1	0.0261903868676604	-0.0264433263716713	5.35159946007329e-45	2.10854886865961e-56	0.0526337132393317	0	0	0
Zfp189	0.0387972073203454	-0.0138007869861807	3.20483564969484e-10	0.00114800215806019	0.0525979943065261	0	0	0
Pex2	0.0345919886870473	-0.0179947318541391	4.17616882808564e-05	0.00245916879027112	0.0525867205411864	0	0	0
Sstr2	0.0309409629820893	-0.0216342532484788	6.55190325314967e-05	0.000336714257037007	0.052575216230568	5	3	-2
Psmd14	0.022531924776689	-0.0300422070666256	8.14166163690402e-12	3.92318217636525e-26	0.0525741318433146	0	3	3
Zfp91	0.0298966876103671	-0.0226765153255862	1.05952667339997e-06	2.59527352225315e-05	0.0525732029359534	0	0	0
Ggnbp2	0.023417278716184	-0.0291525141119008	1.03852750646967e-07	8.80177026239948e-16	0.0525697928280848	0	0	0
Cct8	0.0243595170461061	-0.0281969087025937	5.93208097715901e-05	3.29007031173042e-10	0.0525564257486997	0	0	0
Ric8a	0.0301296701321649	-0.02241652662187	0.000809260501982079	0.00227383912536492	0.052546196754035	0	0	0
Flvcr1	0.0306972557891435	-0.0218444644578432	9.48342562516674e-12	1.30788880444813e-09	0.0525417202469867	1	0	-1
Mon2	0.0265224231490887	-0.0259930553690869	1.38378642942214e-29	1.86944999701341e-44	0.0525154785181756	0	0	0
Gm20538	0.0296269987091835	-0.0228820352018032	0.000724844909771522	4.09368786946842e-05	0.0525090339109868	0	0	0
Diaph2	0.0248032450073667	-0.0277051411665521	1.02749136149814e-58	1.11345499248951e-200	0.0525083861739189	0	2	2
Zfp667	0.0273337417358213	-0.025163178882241	8.31806878840749e-09	1.72560718643977e-13	0.0524969206180623	0	0	0
Psmc2	0.0276233529380656	-0.0248729065112871	4.47015676548646e-07	5.12992579426702e-10	0.0524962594493527	0	0	0
Jmjd4	0.0351546168821946	-0.0173273428537181	0.000147799425843639	0.00624549328571317	0.0524819597359127	0	0	0
Tmem94	0.0385458298439517	-0.0139167602614138	3.93233003956711e-20	0.000170323184084041	0.0524625901053656	1	1	0
Disp2	0.030651236613717	-0.0218029342335788	2.40130591810188e-08	1.67317036553812e-07	0.0524541708472959	1	2	1
Utp18	0.0268849100757104	-0.0255561683571944	1.16424812828744e-05	2.75937882319784e-08	0.0524410784329048	0	5	5
Stat5b	0.0287419358332831	-0.0236833082295702	2.31886819332005e-25	1.37821038455397e-22	0.0524252440628533	0	0	0
Selenon	0.0339199854384905	-0.0185002080654072	2.56755120183136e-05	0.00794091393426326	0.0524201935038977	0	0	0
Lonrf2	0.019608878408512	-0.0328078343809623	7.08688608575012e-07	6.53845659981667e-24	0.0524167127894743	4	2	-2
Ube2g1	0.0264329141850721	-0.0259812746714185	1.51894137382215e-11	2.66793282068839e-13	0.0524141888564906	0	0	0
Xylt2	0.0229186301905783	-0.0294935498247978	0.000473817251020709	9.78285597382605e-11	0.0524121800153761	0	0	0
Gm49342	0.0262083467094059	-0.0261913677403698	2.4950525658497e-05	2.036553269679e-11	0.0523997144497757	0	0	0
Panx2	0.0376094513728795	-0.014787179846957	8.2332492912593e-09	0.0137570941660909	0.0523966312198365	0	0	0
Ktn1	0.0274937353439798	-0.0248883884178064	3.51611677152483e-31	2.11792478106314e-40	0.0523821237617862	0	1	1
Sptbn1	0.0276079516377239	-0.0247706793449906	6.14241116551843e-35	1.60278412872083e-33	0.0523786309827144	2	1	-1
Snx17	0.0181625946356835	-0.0341977837652399	0.0367770723672583	3.16721824244184e-08	0.0523603784009234	0	0	0
Zdhhc14	0.028940397534934	-0.0234105015606974	4.37473557037885e-73	1.9914703566367e-63	0.0523508990956315	1	1	0
Trim23	0.0271415680507662	-0.0251931376143447	9.5967712314953e-07	4.45671850936618e-10	0.0523347056651109	0	0	0
Chn2	0.0485735124922975	-0.00375603994149998	7.10535394362367e-212	0.0325124271090936	0.0523295524337974	1	0	-1
Stx6	0.0373722154960461	-0.0149569094079579	2.00411306021237e-21	3.15790427898324e-05	0.052329124904004	1	2	1
Tmem144	0.0430538213075558	-0.00925060989890575	3.52755451054626e-33	0.00123331841906781	0.0523044312064615	1	3	2
Fbxo6	0.0198487916309038	-0.0324163881815141	0.0460534827361156	1.62249468964479e-05	0.0522651798124179	0	0	0
Dnajb14	0.0232841650548097	-0.0289777759705947	2.95920692907743e-15	2.46279153351435e-39	0.0522619410254044	0	1	1
Snf8	0.0249580256339712	-0.0272997883767074	0.000412185814078995	1.68377899899941e-07	0.0522578140106786	0	0	0
Snx6	0.0245574055173431	-0.027681411418663	7.16978193229783e-12	3.91606463976006e-24	0.052238816936006	0	0	0
Snrnp70	0.0316932834733098	-0.0205400150044446	8.78853284592348e-09	1.66373059793836e-06	0.0522332984777544	0	0	0
Kctd19	0.0333779203522399	-0.0188528864475135	6.26197041614815e-16	1.1002503724602e-08	0.0522308067997534	0	0	0
Septin3	0.0348452093484751	-0.0173829631638107	3.74682201346207e-10	0.00137131207303252	0.0522281725122858	2	2	0
Pcdhga10	0.0238696247147858	-0.0283548752159083	3.65465721194042e-25	2.83241397988706e-62	0.0522244999306941	0	0	0
Map4k5	0.0206718776116955	-0.0315511468693009	4.25167568447744e-18	2.33878508421438e-63	0.0522230244809964	0	1	1
Chd8	0.02498928901881	-0.0272126406777767	5.74798476099568e-18	1.19659970545095e-34	0.0522019296965867	0	0	0
Uba6	0.0267439757078169	-0.025445658692492	9.61070733576241e-21	1.87556571892303e-34	0.0521896344003089	0	0	0
Etfrf1	0.0306368516191663	-0.0215493609268311	0.00603871602368526	0.00614627029855591	0.0521862125459974	0	0	0
Srek1	0.024217262962603	-0.0279675566716892	4.91570127815638e-11	6.37013854452759e-25	0.0521848196342922	4	4	0
Smg6	0.0308120543532139	-0.021366562481324	3.68349996560381e-63	2.47565967848951e-43	0.0521786168345379	0	0	0
Zfc3h1	0.0270252214757792	-0.0251526001061599	9.55907397036484e-15	1.50836209064407e-20	0.0521778215819391	1	0	-1
Dlgap3	0.03365576883595	-0.0185037049498537	3.17920922028504e-21	2.37245729303017e-08	0.0521594737858037	1	1	0
Kif5c	0.0319206865337612	-0.0202325895411166	4.39079501073832e-55	2.658501931288e-26	0.0521532760748779	6	7	1
Poldip2	0.0304274397568003	-0.0217196027208504	0.000502089774090329	0.00103998665316191	0.0521470424776507	0	0	0
Mrps21	0.0282601912244511	-0.0238812758639084	2.07154998733996e-05	3.76067276119636e-07	0.0521414670883595	0	0	0
Trmt1l	0.026680798559521	-0.0254500223331987	1.38556413407622e-13	2.24684670854005e-21	0.0521308208927196	0	0	0
Sppl3	0.0253121729245768	-0.0268181223917968	1.90268173006786e-18	2.64190343397018e-25	0.0521302953163736	0	0	0
Zfp451	0.0237024835116574	-0.0284229436456137	7.03220360998888e-13	2.23590516348072e-27	0.052125427157271	0	0	0
Zfp768	0.0246881964724307	-0.0274302648286761	0.0130765722035095	0.000341077797626111	0.0521184613011068	0	0	0
Gnb1	0.0249219752783667	-0.0271835654329781	1.12275944652848e-12	5.95620917287276e-18	0.0521055407113448	0	0	0
Zc3h4	0.0252627258125658	-0.0268279770054615	1.32631363109161e-08	1.1844592618652e-16	0.0520907028180273	0	0	0
Nfil3	0.0315497140310449	-0.0205239331002022	2.89668437101033e-09	1.34017388043227e-06	0.0520736471312471	4	0	-4
Gpat2	0.0289310681797298	-0.0231420749959973	0.0058349996696728	0.000390846984314433	0.052073143175727	1	1	0
Vps50	0.0267221802082589	-0.0253484356016587	3.07836302709196e-33	9.35758777687396e-60	0.0520706158099176	0	0	0
Mnat1	0.0219392879952788	-0.0301303503896328	2.2060250863607e-26	1.22835311174667e-82	0.0520696383849116	0	0	0
Dym	0.0212580167526788	-0.030804897623014	3.72343529412579e-56	7.51398366666552e-163	0.0520629143756928	0	0	0
Tom1l2	0.0342102587865415	-0.0178414091546117	2.56257198937548e-41	4.4582219430899e-15	0.0520516679411532	2	2	0
Map7d1	0.0270698467975332	-0.0249769331279751	4.29987879026887e-06	1.48399010291221e-06	0.0520467799255083	0	0	0
Mff	0.0222849695705374	-0.0297371611057292	2.80165745030624e-05	3.89117132246857e-14	0.0520221306762666	0	0	0
